image_url,id,w_cm,idx,color,proportion,color_name
"14427658.jpg",14427658,"3.5",2,"#d2d1cc",0.3363444444,"pink","Peabody Democrat Governor"
"14427658.jpg",14427658,"3.5",2,"#d2d1cc",0.3363444444,"pink","Peabody Democrat Governor"
"14427658.jpg",14427658,"3.5",2,"#d2d1cc",0.3363444444,"pink","Peabody Democrat Governor"
"14427661.jpg",14427661,"3.8",2,"#e4dfde",0.1221444444,"pink","Peabody Senator"
"14427661.jpg",14427661,"3.8",2,"#e4dfde",0.1221444444,"pink","Peabody Senator"
"14427661.jpg",14427661,"3.8",2,"#e4dfde",0.1221444444,"pink","Peabody Senator"
"14427661.jpg",14427661,"3.8",2,"#e4dfde",0.1221444444,"pink","Peabody Senator"
"14427661.jpg",14427661,"3.8",2,"#e4dfde",0.1221444444,"pink","Peabody Senator"
"14427657.jpg",14427657,"3.5",2,"#d7d5cd",0.2192,"pink","Peabody Courage"
"14427657.jpg",14427657,"3.5",2,"#d7d5cd",0.2192,"pink","Peabody Courage"
"14427657.jpg",14427657,"3.5",2,"#d7d5cd",0.2192,"pink","Peabody Courage"
"14427657.jpg",14427657,"3.5",2,"#d7d5cd",0.2192,"pink","Peabody Courage"
"14427657.jpg",14427657,"3.5",2,"#d7d5cd",0.2192,"pink","Peabody Courage"
"14427660.jpg",14427660,"3.6",2,"#2d2a27",0.4371444444,"black","Peabody Governor"
"14427660.jpg",14427660,"3.6",2,"#2d2a27",0.4371444444,"black","Peabody Governor"
"14427660.jpg",14427660,"3.6",2,"#2d2a27",0.4371444444,"black","Peabody Governor"
"14427660.jpg",14427660,"3.6",2,"#2d2a27",0.4371444444,"black","Peabody Governor"
"14427660.jpg",14427660,"3.6",2,"#2d2a27",0.4371444444,"black","Peabody Governor"
"14427663.jpg",14427663,"3.6",2,"#dadad9",0.2731444444,"pink","Peabody Senator"
"14427663.jpg",14427663,"3.6",2,"#dadad9",0.2731444444,"pink","Peabody Senator"
"14427663.jpg",14427663,"3.6",2,"#dadad9",0.2731444444,"pink","Peabody Senator"
"14427663.jpg",14427663,"3.6",2,"#dadad9",0.2731444444,"pink","Peabody Senator"
"14427663.jpg",14427663,"3.6",2,"#dadad9",0.2731444444,"pink","Peabody Senator"
"14427655.jpg",14427655,"2.5",2,"#de292f",0.1736666667,"brown","Pastore"
"14427655.jpg",14427655,"2.5",2,"#de292f",0.1736666667,"brown","Pastore"
"14427655.jpg",14427655,"2.5",2,"#de292f",0.1736666667,"brown","Pastore"
"14427655.jpg",14427655,"2.5",2,"#de292f",0.1736666667,"brown","Pastore"
"14427655.jpg",14427655,"2.5",2,"#de292f",0.1736666667,"brown","Pastore"
"14427656.jpg",14427656,"2.6",2,"#e2dec9",0.2393222222,"pink","Paulsen"
"14427656.jpg",14427656,"2.6",2,"#e2dec9",0.2393222222,"pink","Paulsen"
"14427656.jpg",14427656,"2.6",2,"#e2dec9",0.2393222222,"pink","Paulsen"
"14427656.jpg",14427656,"2.6",2,"#e2dec9",0.2393222222,"pink","Paulsen"
"14427656.jpg",14427656,"2.6",2,"#e2dec9",0.2393222222,"pink","Paulsen"
"14427662.jpg",14427662,"3.5",2,"#dedad7",0.1846444444,"pink","Peabody Senator"
"14427662.jpg",14427662,"3.5",2,"#dedad7",0.1846444444,"pink","Peabody Senator"
"14427662.jpg",14427662,"3.5",2,"#dedad7",0.1846444444,"pink","Peabody Senator"
"14427662.jpg",14427662,"3.5",2,"#dedad7",0.1846444444,"pink","Peabody Senator"
"14427662.jpg",14427662,"3.5",2,"#dedad7",0.1846444444,"pink","Peabody Senator"
"14427652.jpg",14427652,"3.8",2,"#1f84c7",0.1410333333,"gray","Ottinger for Senator"
"14427652.jpg",14427652,"3.8",2,"#1f84c7",0.1410333333,"gray","Ottinger for Senator"
"14427652.jpg",14427652,"3.8",2,"#1f84c7",0.1410333333,"gray","Ottinger for Senator"
"14427652.jpg",14427652,"3.8",2,"#1f84c7",0.1410333333,"gray","Ottinger for Senator"
"14427652.jpg",14427652,"3.8",2,"#1f84c7",0.1410333333,"gray","Ottinger for Senator"
"14427651.jpg",14427651,"4.5",2,"#d0d6d3",0.4934111111,"pink","O'Pake Attorney General"
"14427651.jpg",14427651,"4.5",2,"#d0d6d3",0.4934111111,"pink","O'Pake Attorney General"
"14427651.jpg",14427651,"4.5",2,"#d0d6d3",0.4934111111,"pink","O'Pake Attorney General"
"14427651.jpg",14427651,"4.5",2,"#d0d6d3",0.4934111111,"pink","O'Pake Attorney General"
"14427651.jpg",14427651,"4.5",2,"#d0d6d3",0.4934111111,"pink","O'Pake Attorney General"
"14427665.jpg",14427665,"3.2",2,"#e7ddd1",0.3929444444,"pink","Pell"
"14427665.jpg",14427665,"3.2",2,"#e7ddd1",0.3929444444,"pink","Pell"
"14427665.jpg",14427665,"3.2",2,"#e7ddd1",0.3929444444,"pink","Pell"
"14427665.jpg",14427665,"3.2",2,"#e7ddd1",0.3929444444,"pink","Pell"
"14427665.jpg",14427665,"3.2",2,"#e7ddd1",0.3929444444,"pink","Pell"
"14427668.jpg",14427668,"3.6",2,"#2d2c2b",0.4476555556,"black","Proudly for Percy"
"14427668.jpg",14427668,"3.6",2,"#2d2c2b",0.4476555556,"black","Proudly for Percy"
"14427668.jpg",14427668,"3.6",2,"#2d2c2b",0.4476555556,"black","Proudly for Percy"
"14427668.jpg",14427668,"3.6",2,"#2d2c2b",0.4476555556,"black","Proudly for Percy"
"14427668.jpg",14427668,"3.6",2,"#2d2c2b",0.4476555556,"black","Proudly for Percy"
"14427670.jpg",14427670,"3.2",2,"#d7d0c5",0.077,"pink","Governor Peterson"
"14427670.jpg",14427670,"3.2",2,"#d7d0c5",0.077,"pink","Governor Peterson"
"14427670.jpg",14427670,"3.2",2,"#d7d0c5",0.077,"pink","Governor Peterson"
"14427670.jpg",14427670,"3.2",2,"#d7d0c5",0.077,"pink","Governor Peterson"
"14427670.jpg",14427670,"3.2",2,"#d7d0c5",0.077,"pink","Governor Peterson"
"14427671.jpg",14427671,"4.4",2,"#d8ae46",0.4745666667,"orange","I LOVE Harwich: Julie Peterson for Selectman"
"14427671.jpg",14427671,"4.4",2,"#d8ae46",0.4745666667,"orange","I LOVE Harwich: Julie Peterson for Selectman"
"14427671.jpg",14427671,"4.4",2,"#d8ae46",0.4745666667,"orange","I LOVE Harwich: Julie Peterson for Selectman"
"14427671.jpg",14427671,"4.4",2,"#d8ae46",0.4745666667,"orange","I LOVE Harwich: Julie Peterson for Selectman"
"14427671.jpg",14427671,"4.4",2,"#d8ae46",0.4745666667,"orange","I LOVE Harwich: Julie Peterson for Selectman"
"14427674.jpg",14427674,"5.6",2,"#e8dfd6",0.4401555556,"pink","For Congress: Phillips the real thing!"
"14427674.jpg",14427674,"5.6",2,"#e8dfd6",0.4401555556,"pink","For Congress: Phillips the real thing!"
"14427674.jpg",14427674,"5.6",2,"#e8dfd6",0.4401555556,"pink","For Congress: Phillips the real thing!"
"14427674.jpg",14427674,"5.6",2,"#e8dfd6",0.4401555556,"pink","For Congress: Phillips the real thing!"
"14427674.jpg",14427674,"5.6",2,"#e8dfd6",0.4401555556,"pink","For Congress: Phillips the real thing!"
"14427669.jpg",14427669,"4",2,"#302c29",0.3434444444,"black","P.S. Perkins Senate"
"14427669.jpg",14427669,"4",2,"#302c29",0.3434444444,"black","P.S. Perkins Senate"
"14427669.jpg",14427669,"4",2,"#302c29",0.3434444444,"black","P.S. Perkins Senate"
"14427669.jpg",14427669,"4",2,"#302c29",0.3434444444,"black","P.S. Perkins Senate"
"14427669.jpg",14427669,"4",2,"#302c29",0.3434444444,"black","P.S. Perkins Senate"
"14427666.jpg",14427666,"2.5",2,"#d8d4c8",0.2926444444,"pink","Pell for U.S. Senator"
"14427666.jpg",14427666,"2.5",2,"#d8d4c8",0.2926444444,"pink","Pell for U.S. Senator"
"14427666.jpg",14427666,"2.5",2,"#d8d4c8",0.2926444444,"pink","Pell for U.S. Senator"
"14427666.jpg",14427666,"2.5",2,"#d8d4c8",0.2926444444,"pink","Pell for U.S. Senator"
"14427666.jpg",14427666,"2.5",2,"#d8d4c8",0.2926444444,"pink","Pell for U.S. Senator"
"14427673.jpg",14427673,"3.2",2,"#2e2a27",0.4012444444,"black","Stick with Philbin Congress"
"14427673.jpg",14427673,"3.2",2,"#2e2a27",0.4012444444,"black","Stick with Philbin Congress"
"14427673.jpg",14427673,"3.2",2,"#2e2a27",0.4012444444,"black","Stick with Philbin Congress"
"14427673.jpg",14427673,"3.2",2,"#2e2a27",0.4012444444,"black","Stick with Philbin Congress"
"14427673.jpg",14427673,"3.2",2,"#2e2a27",0.4012444444,"black","Stick with Philbin Congress"
"14427672.jpg",14427672,"4.4",2,"#2f2d2a",0.3363333333,"black","It's Better in Chatham: Russ Peterson for Selectman"
"14427672.jpg",14427672,"4.4",2,"#2f2d2a",0.3363333333,"black","It's Better in Chatham: Russ Peterson for Selectman"
"14427672.jpg",14427672,"4.4",2,"#2f2d2a",0.3363333333,"black","It's Better in Chatham: Russ Peterson for Selectman"
"14427672.jpg",14427672,"4.4",2,"#2f2d2a",0.3363333333,"black","It's Better in Chatham: Russ Peterson for Selectman"
"14427672.jpg",14427672,"4.4",2,"#2f2d2a",0.3363333333,"black","It's Better in Chatham: Russ Peterson for Selectman"
"14427664.jpg",14427664,"3.2",2,"#e2dccc",0.3872111111,"pink","Peabody Vice President"
"14427664.jpg",14427664,"3.2",2,"#e2dccc",0.3872111111,"pink","Peabody Vice President"
"14427664.jpg",14427664,"3.2",2,"#e2dccc",0.3872111111,"pink","Peabody Vice President"
"14427664.jpg",14427664,"3.2",2,"#e2dccc",0.3872111111,"pink","Peabody Vice President"
"14427664.jpg",14427664,"3.2",2,"#e2dccc",0.3872111111,"pink","Peabody Vice President"
"14427667.jpg",14427667,"4.5",2,"#312f2c",0.34514444439999997,"black","Elect Leo Pelletier City Council"
"14427667.jpg",14427667,"4.5",2,"#312f2c",0.34514444439999997,"black","Elect Leo Pelletier City Council"
"14427667.jpg",14427667,"4.5",2,"#312f2c",0.34514444439999997,"black","Elect Leo Pelletier City Council"
"14427667.jpg",14427667,"4.5",2,"#312f2c",0.34514444439999997,"black","Elect Leo Pelletier City Council"
"14427667.jpg",14427667,"4.5",2,"#312f2c",0.34514444439999997,"black","Elect Leo Pelletier City Council"
"14427680.jpg",14427680,"3.8",2,"#2d2926",0.3701,"black","It's Quinn 74"
"14427680.jpg",14427680,"3.8",2,"#2d2926",0.3701,"black","It's Quinn 74"
"14427680.jpg",14427680,"3.8",2,"#2d2926",0.3701,"black","It's Quinn 74"
"14427680.jpg",14427680,"3.8",2,"#2d2926",0.3701,"black","It's Quinn 74"
"14427680.jpg",14427680,"3.8",2,"#2d2926",0.3701,"black","It's Quinn 74"
"14427685.jpg",14427685,"3",2,"#88aac8",0.02496666667,"gray","Elect Ralph A.G."
"14427685.jpg",14427685,"3",2,"#88aac8",0.02496666667,"gray","Elect Ralph A.G."
"14427685.jpg",14427685,"3",2,"#88aac8",0.02496666667,"gray","Elect Ralph A.G."
"14427685.jpg",14427685,"3",2,"#88aac8",0.02496666667,"gray","Elect Ralph A.G."
"14427685.jpg",14427685,"3",2,"#88aac8",0.02496666667,"gray","Elect Ralph A.G."
"14427675.jpg",14427675,"4",2,"#d7ccba",0.1303,"pink","Rufus Phillips"
"14427675.jpg",14427675,"4",2,"#d7ccba",0.1303,"pink","Rufus Phillips"
"14427675.jpg",14427675,"4",2,"#d7ccba",0.1303,"pink","Rufus Phillips"
"14427675.jpg",14427675,"4",2,"#d7ccba",0.1303,"pink","Rufus Phillips"
"14427675.jpg",14427675,"4",2,"#d7ccba",0.1303,"pink","Rufus Phillips"
"14427681.jpg",14427681,"2.6",2,"#dedbd1",0.1512555556,"pink","Q Quinn"
"14427681.jpg",14427681,"2.6",2,"#dedbd1",0.1512555556,"pink","Q Quinn"
"14427681.jpg",14427681,"2.6",2,"#dedbd1",0.1512555556,"pink","Q Quinn"
"14427681.jpg",14427681,"2.6",2,"#dedbd1",0.1512555556,"pink","Q Quinn"
"14427681.jpg",14427681,"2.6",2,"#dedbd1",0.1512555556,"pink","Q Quinn"
"14427682.jpg",14427682,"5.5",2,"#deded8",0.2424555556,"pink","Q Quinn for Governor"
"14427682.jpg",14427682,"5.5",2,"#deded8",0.2424555556,"pink","Q Quinn for Governor"
"14427682.jpg",14427682,"5.5",2,"#deded8",0.2424555556,"pink","Q Quinn for Governor"
"14427682.jpg",14427682,"5.5",2,"#deded8",0.2424555556,"pink","Q Quinn for Governor"
"14427682.jpg",14427682,"5.5",2,"#deded8",0.2424555556,"pink","Q Quinn for Governor"
"14427676.jpg",14427676,"4",2,"#e2cba8",0.3861222222,"pink","Ed Pierce '76 Congress Democrat"
"14427676.jpg",14427676,"4",2,"#e2cba8",0.3861222222,"pink","Ed Pierce '76 Congress Democrat"
"14427676.jpg",14427676,"4",2,"#e2cba8",0.3861222222,"pink","Ed Pierce '76 Congress Democrat"
"14427676.jpg",14427676,"4",2,"#e2cba8",0.3861222222,"pink","Ed Pierce '76 Congress Democrat"
"14427676.jpg",14427676,"4",2,"#e2cba8",0.3861222222,"pink","Ed Pierce '76 Congress Democrat"
"14427684.jpg",14427684,"3",2,"#ed5642",0.1520888889,"brown","Quinn Governor"
"14427684.jpg",14427684,"3",2,"#ed5642",0.1520888889,"brown","Quinn Governor"
"14427684.jpg",14427684,"3",2,"#ed5642",0.1520888889,"brown","Quinn Governor"
"14427684.jpg",14427684,"3",2,"#ed5642",0.1520888889,"brown","Quinn Governor"
"14427684.jpg",14427684,"3",2,"#ed5642",0.1520888889,"brown","Quinn Governor"
"14427678.jpg",14427678,"4",2,"#2c2c2b",0.3707777778,"black","Sarah Power"
"14427678.jpg",14427678,"4",2,"#2c2c2b",0.3707777778,"black","Sarah Power"
"14427678.jpg",14427678,"4",2,"#2c2c2b",0.3707777778,"black","Sarah Power"
"14427678.jpg",14427678,"4",2,"#2c2c2b",0.3707777778,"black","Sarah Power"
"14427678.jpg",14427678,"4",2,"#2c2c2b",0.3707777778,"black","Sarah Power"
"14427683.jpg",14427683,"2.5",2,"#2d2a27",0.4057555556,"black","Quinn 74"
"14427683.jpg",14427683,"2.5",2,"#2d2a27",0.4057555556,"black","Quinn 74"
"14427683.jpg",14427683,"2.5",2,"#2d2a27",0.4057555556,"black","Quinn 74"
"14427683.jpg",14427683,"2.5",2,"#2d2a27",0.4057555556,"black","Quinn 74"
"14427683.jpg",14427683,"2.5",2,"#2d2a27",0.4057555556,"black","Quinn 74"
"14427679.jpg",14427679,"5.5",2,"#e6e0da",0.5239777778,"pink","Quinlan Secretary of State"
"14427679.jpg",14427679,"5.5",2,"#e6e0da",0.5239777778,"pink","Quinlan Secretary of State"
"14427679.jpg",14427679,"5.5",2,"#e6e0da",0.5239777778,"pink","Quinlan Secretary of State"
"14427679.jpg",14427679,"5.5",2,"#e6e0da",0.5239777778,"pink","Quinlan Secretary of State"
"14427679.jpg",14427679,"5.5",2,"#e6e0da",0.5239777778,"pink","Quinlan Secretary of State"
"14427677.jpg",14427677,"3.8",2,"#e6dfd8",0.4132333333,"pink","Elect Piken Treasurer"
"14427677.jpg",14427677,"3.8",2,"#e6dfd8",0.4132333333,"pink","Elect Piken Treasurer"
"14427677.jpg",14427677,"3.8",2,"#e6dfd8",0.4132333333,"pink","Elect Piken Treasurer"
"14427677.jpg",14427677,"3.8",2,"#e6dfd8",0.4132333333,"pink","Elect Piken Treasurer"
"14427677.jpg",14427677,"3.8",2,"#e6dfd8",0.4132333333,"pink","Elect Piken Treasurer"
"14427692.jpg",14427692,"2.5",2,"#dcd9dd",0.1719,"pink","Reagan '76"
"14427692.jpg",14427692,"2.5",2,"#dcd9dd",0.1719,"pink","Reagan '76"
"14427692.jpg",14427692,"2.5",2,"#dcd9dd",0.1719,"pink","Reagan '76"
"14427692.jpg",14427692,"2.5",2,"#dcd9dd",0.1719,"pink","Reagan '76"
"14427692.jpg",14427692,"2.5",2,"#dcd9dd",0.1719,"pink","Reagan '76"
"14427694.jpg",14427694,"4.5",2,"#e6c07f",0.2330555556,"pink","Reagan Bush"
"14427694.jpg",14427694,"4.5",2,"#e6c07f",0.2330555556,"pink","Reagan Bush"
"14427694.jpg",14427694,"4.5",2,"#e6c07f",0.2330555556,"pink","Reagan Bush"
"14427694.jpg",14427694,"4.5",2,"#e6c07f",0.2330555556,"pink","Reagan Bush"
"14427694.jpg",14427694,"4.5",2,"#e6c07f",0.2330555556,"pink","Reagan Bush"
"14427687.jpg",14427687,"5.5",2,"#dfdee2",0.1621777778,"pink","S. Lester Ralph Attorney General"
"14427687.jpg",14427687,"5.5",2,"#dfdee2",0.1621777778,"pink","S. Lester Ralph Attorney General"
"14427687.jpg",14427687,"5.5",2,"#dfdee2",0.1621777778,"pink","S. Lester Ralph Attorney General"
"14427687.jpg",14427687,"5.5",2,"#dfdee2",0.1621777778,"pink","S. Lester Ralph Attorney General"
"14427687.jpg",14427687,"5.5",2,"#dfdee2",0.1621777778,"pink","S. Lester Ralph Attorney General"
"14427689.jpg",14427689,"5.2",2,"#dee1e0",0.07738888889,"pink","Irish Americans for Reagan Bush"
"14427689.jpg",14427689,"5.2",2,"#dee1e0",0.07738888889,"pink","Irish Americans for Reagan Bush"
"14427689.jpg",14427689,"5.2",2,"#dee1e0",0.07738888889,"pink","Irish Americans for Reagan Bush"
"14427689.jpg",14427689,"5.2",2,"#dee1e0",0.07738888889,"pink","Irish Americans for Reagan Bush"
"14427689.jpg",14427689,"5.2",2,"#dee1e0",0.07738888889,"pink","Irish Americans for Reagan Bush"
"14427691.jpg",14427691,"3",2,"#e2dbd6",0.2051333333,"pink","Reagan"
"14427691.jpg",14427691,"3",2,"#e2dbd6",0.2051333333,"pink","Reagan"
"14427691.jpg",14427691,"3",2,"#e2dbd6",0.2051333333,"pink","Reagan"
"14427691.jpg",14427691,"3",2,"#e2dbd6",0.2051333333,"pink","Reagan"
"14427691.jpg",14427691,"3",2,"#e2dbd6",0.2051333333,"pink","Reagan"
"14427686.jpg",14427686,"3.2",2,"#e5dfdb",0.3716111111,"pink","I'm for Ralph"
"14427686.jpg",14427686,"3.2",2,"#e5dfdb",0.3716111111,"pink","I'm for Ralph"
"14427686.jpg",14427686,"3.2",2,"#e5dfdb",0.3716111111,"pink","I'm for Ralph"
"14427686.jpg",14427686,"3.2",2,"#e5dfdb",0.3716111111,"pink","I'm for Ralph"
"14427686.jpg",14427686,"3.2",2,"#e5dfdb",0.3716111111,"pink","I'm for Ralph"
"14427690.jpg",14427690,"4.2",2,"#2e2b29",0.3880111111,"black","Reagan"
"14427690.jpg",14427690,"4.2",2,"#2e2b29",0.3880111111,"black","Reagan"
"14427690.jpg",14427690,"4.2",2,"#2e2b29",0.3880111111,"black","Reagan"
"14427690.jpg",14427690,"4.2",2,"#2e2b29",0.3880111111,"black","Reagan"
"14427690.jpg",14427690,"4.2",2,"#2e2b29",0.3880111111,"black","Reagan"
"14427693.jpg",14427693,"5.5",2,"#90a7ca",0.01966666667,"gray","Reagan Bush"
"14427693.jpg",14427693,"5.5",2,"#90a7ca",0.01966666667,"gray","Reagan Bush"
"14427693.jpg",14427693,"5.5",2,"#90a7ca",0.01966666667,"gray","Reagan Bush"
"14427693.jpg",14427693,"5.5",2,"#90a7ca",0.01966666667,"gray","Reagan Bush"
"14427693.jpg",14427693,"5.5",2,"#90a7ca",0.01966666667,"gray","Reagan Bush"
"14427688.jpg",14427688,"3",2,"#d7a708",0.06912222222,"orange","Ray the Governor"
"14427688.jpg",14427688,"3",2,"#d7a708",0.06912222222,"orange","Ray the Governor"
"14427688.jpg",14427688,"3",2,"#d7a708",0.06912222222,"orange","Ray the Governor"
"14427688.jpg",14427688,"3",2,"#d7a708",0.06912222222,"orange","Ray the Governor"
"14427688.jpg",14427688,"3",2,"#d7a708",0.06912222222,"orange","Ray the Governor"
"14427695.jpg",14427695,"4",2,"#2b292c",0.4313555556,"black","Reagan Bush '84"
"14427695.jpg",14427695,"4",2,"#2b292c",0.4313555556,"black","Reagan Bush '84"
"14427695.jpg",14427695,"4",2,"#2b292c",0.4313555556,"black","Reagan Bush '84"
"14427695.jpg",14427695,"4",2,"#2b292c",0.4313555556,"black","Reagan Bush '84"
"14427695.jpg",14427695,"4",2,"#2b292c",0.4313555556,"black","Reagan Bush '84"
"14427700.jpg",14427700,"2.9",2,"#d4d8df",0.09957777778,"pink","Reagan: Let's make America great again"
"14427700.jpg",14427700,"2.9",2,"#d4d8df",0.09957777778,"pink","Reagan: Let's make America great again"
"14427700.jpg",14427700,"2.9",2,"#d4d8df",0.09957777778,"pink","Reagan: Let's make America great again"
"14427700.jpg",14427700,"2.9",2,"#d4d8df",0.09957777778,"pink","Reagan: Let's make America great again"
"14427700.jpg",14427700,"2.9",2,"#d4d8df",0.09957777778,"pink","Reagan: Let's make America great again"
"14427704.jpg",14427704,"3",2,"#2a2928",0.4083666667,"black","The time is now Reagan Bush"
"14427704.jpg",14427704,"3",2,"#2a2928",0.4083666667,"black","The time is now Reagan Bush"
"14427704.jpg",14427704,"3",2,"#2a2928",0.4083666667,"black","The time is now Reagan Bush"
"14427704.jpg",14427704,"3",2,"#2a2928",0.4083666667,"black","The time is now Reagan Bush"
"14427704.jpg",14427704,"3",2,"#2a2928",0.4083666667,"black","The time is now Reagan Bush"
"14427696.jpg",14427696,"5.5",2,"#e3deda",0.5106555556,"pink","Reagan Bush '84 (state of Ohio)"
"14427696.jpg",14427696,"5.5",2,"#e3deda",0.5106555556,"pink","Reagan Bush '84 (state of Ohio)"
"14427696.jpg",14427696,"5.5",2,"#e3deda",0.5106555556,"pink","Reagan Bush '84 (state of Ohio)"
"14427696.jpg",14427696,"5.5",2,"#e3deda",0.5106555556,"pink","Reagan Bush '84 (state of Ohio)"
"14427696.jpg",14427696,"5.5",2,"#e3deda",0.5106555556,"pink","Reagan Bush '84 (state of Ohio)"
"14427698.jpg",14427698,"3.5",2,"#dfdee0",0.4418888889,"pink","Reagan in '80"
"14427698.jpg",14427698,"3.5",2,"#dfdee0",0.4418888889,"pink","Reagan in '80"
"14427698.jpg",14427698,"3.5",2,"#dfdee0",0.4418888889,"pink","Reagan in '80"
"14427698.jpg",14427698,"3.5",2,"#dfdee0",0.4418888889,"pink","Reagan in '80"
"14427698.jpg",14427698,"3.5",2,"#dfdee0",0.4418888889,"pink","Reagan in '80"
"14427702.jpg",14427702,"2.5",2,"#ded1c5",0.2587444444,"pink","Students for Reagan"
"14427702.jpg",14427702,"2.5",2,"#ded1c5",0.2587444444,"pink","Students for Reagan"
"14427702.jpg",14427702,"2.5",2,"#ded1c5",0.2587444444,"pink","Students for Reagan"
"14427702.jpg",14427702,"2.5",2,"#ded1c5",0.2587444444,"pink","Students for Reagan"
"14427702.jpg",14427702,"2.5",2,"#ded1c5",0.2587444444,"pink","Students for Reagan"
"14427699.jpg",14427699,"4",2,"#d5d0c9",0.1442111111,"pink","Reagan is Bush"
"14427699.jpg",14427699,"4",2,"#d5d0c9",0.1442111111,"pink","Reagan is Bush"
"14427699.jpg",14427699,"4",2,"#d5d0c9",0.1442111111,"pink","Reagan is Bush"
"14427699.jpg",14427699,"4",2,"#d5d0c9",0.1442111111,"pink","Reagan is Bush"
"14427699.jpg",14427699,"4",2,"#d5d0c9",0.1442111111,"pink","Reagan is Bush"
"14427697.jpg",14427697,"3",2,"#ddcfbe",0.2644111111,"pink","Reagan For Govenor"
"14427697.jpg",14427697,"3",2,"#ddcfbe",0.2644111111,"pink","Reagan For Govenor"
"14427697.jpg",14427697,"3",2,"#ddcfbe",0.2644111111,"pink","Reagan For Govenor"
"14427697.jpg",14427697,"3",2,"#ddcfbe",0.2644111111,"pink","Reagan For Govenor"
"14427697.jpg",14427697,"3",2,"#ddcfbe",0.2644111111,"pink","Reagan For Govenor"
"14427703.jpg",14427703,"6",2,"#342f2c",0.3536555556,"black","The Rich Get Richer The Poor Get Reagan"
"14427703.jpg",14427703,"6",2,"#342f2c",0.3536555556,"black","The Rich Get Richer The Poor Get Reagan"
"14427703.jpg",14427703,"6",2,"#342f2c",0.3536555556,"black","The Rich Get Richer The Poor Get Reagan"
"14427703.jpg",14427703,"6",2,"#342f2c",0.3536555556,"black","The Rich Get Richer The Poor Get Reagan"
"14427703.jpg",14427703,"6",2,"#342f2c",0.3536555556,"black","The Rich Get Richer The Poor Get Reagan"
"14427701.jpg",14427701,"6",2,"#e7dddb",0.4593444444,"pink","Stop Reagan's War On The Poor"
"14427701.jpg",14427701,"6",2,"#e7dddb",0.4593444444,"pink","Stop Reagan's War On The Poor"
"14427701.jpg",14427701,"6",2,"#e7dddb",0.4593444444,"pink","Stop Reagan's War On The Poor"
"14427701.jpg",14427701,"6",2,"#e7dddb",0.4593444444,"pink","Stop Reagan's War On The Poor"
"14427701.jpg",14427701,"6",2,"#e7dddb",0.4593444444,"pink","Stop Reagan's War On The Poor"
"14427707.jpg",14427707,"5.5",2,"#312f2e",0.3546555556,"black","Welcome Gov. Reagan Cedar Rapids, Ia."
"14427707.jpg",14427707,"5.5",2,"#312f2e",0.3546555556,"black","Welcome Gov. Reagan Cedar Rapids, Ia."
"14427707.jpg",14427707,"5.5",2,"#312f2e",0.3546555556,"black","Welcome Gov. Reagan Cedar Rapids, Ia."
"14427707.jpg",14427707,"5.5",2,"#312f2e",0.3546555556,"black","Welcome Gov. Reagan Cedar Rapids, Ia."
"14427707.jpg",14427707,"5.5",2,"#312f2e",0.3546555556,"black","Welcome Gov. Reagan Cedar Rapids, Ia."
"14427709.jpg",14427709,"4",2,"#e8e1d9",0.3850333333,"pink","Reuther Congress 2nd"
"14427709.jpg",14427709,"4",2,"#e8e1d9",0.3850333333,"pink","Reuther Congress 2nd"
"14427709.jpg",14427709,"4",2,"#e8e1d9",0.3850333333,"pink","Reuther Congress 2nd"
"14427709.jpg",14427709,"4",2,"#e8e1d9",0.3850333333,"pink","Reuther Congress 2nd"
"14427709.jpg",14427709,"4",2,"#e8e1d9",0.3850333333,"pink","Reuther Congress 2nd"
"14427711.jpg",14427711,"3.5",2,"#dcdad2",0.3550888889,"pink","Elect Richardson Lt. Gov."
"14427711.jpg",14427711,"3.5",2,"#dcdad2",0.3550888889,"pink","Elect Richardson Lt. Gov."
"14427711.jpg",14427711,"3.5",2,"#dcdad2",0.3550888889,"pink","Elect Richardson Lt. Gov."
"14427711.jpg",14427711,"3.5",2,"#dcdad2",0.3550888889,"pink","Elect Richardson Lt. Gov."
"14427711.jpg",14427711,"3.5",2,"#dcdad2",0.3550888889,"pink","Elect Richardson Lt. Gov."
"14427705.jpg",14427705,"5.5",2,"#33302d",0.3505222222,"black","This Iowan wants Reagan-Bush '80"
"14427705.jpg",14427705,"5.5",2,"#33302d",0.3505222222,"black","This Iowan wants Reagan-Bush '80"
"14427705.jpg",14427705,"5.5",2,"#33302d",0.3505222222,"black","This Iowan wants Reagan-Bush '80"
"14427705.jpg",14427705,"5.5",2,"#33302d",0.3505222222,"black","This Iowan wants Reagan-Bush '80"
"14427705.jpg",14427705,"5.5",2,"#33302d",0.3505222222,"black","This Iowan wants Reagan-Bush '80"
"14427708.jpg",14427708,"5.5",2,"#ded6d0",0.4277555556,"pink","Together a new beginning Jan. 20 1981"
"14427708.jpg",14427708,"5.5",2,"#ded6d0",0.4277555556,"pink","Together a new beginning Jan. 20 1981"
"14427708.jpg",14427708,"5.5",2,"#ded6d0",0.4277555556,"pink","Together a new beginning Jan. 20 1981"
"14427708.jpg",14427708,"5.5",2,"#ded6d0",0.4277555556,"pink","Together a new beginning Jan. 20 1981"
"14427708.jpg",14427708,"5.5",2,"#ded6d0",0.4277555556,"pink","Together a new beginning Jan. 20 1981"
