"filename","metadata.image_source","frequency","hex","R","G","B","image_url","name","office","party","date_int","w_cm"
"14022768.jpg","map/images/14022768.jpg",0.353546142578125,"#292624",41,38,36,"https://tracy-st.github.io/hks-political-buttons/images/14022768.jpg","Bob Abrams: Ally of the People","Attorney General","Democrat",1986,
"14022768.jpg","map/images/14022768.jpg",0.106216430664062,"#172C7E",23,44,126,"https://tracy-st.github.io/hks-political-buttons/images/14022768.jpg","Bob Abrams: Ally of the People","Attorney General","Democrat",1986,
"14022768.jpg","map/images/14022768.jpg",0.04598999023437501,"#957F8E",149,127,142,"https://tracy-st.github.io/hks-political-buttons/images/14022768.jpg","Bob Abrams: Ally of the People","Attorney General","Democrat",1986,
"14022768.jpg","map/images/14022768.jpg",0.090011596679687,"#C3BFB3",195,191,179,"https://tracy-st.github.io/hks-political-buttons/images/14022768.jpg","Bob Abrams: Ally of the People","Attorney General","Democrat",1986,
"14022768.jpg","map/images/14022768.jpg",0.40423583984375,"#DCD2C0",220,210,192,"https://tracy-st.github.io/hks-political-buttons/images/14022768.jpg","Bob Abrams: Ally of the People","Attorney General","Democrat",1986,
"14022769.jpg","map/images/14022769.jpg",0.18698120117187503,"#211D19",33,29,25,"https://tracy-st.github.io/hks-political-buttons/images/14022769.jpg","Re-relect Abrams Selectman","Selectman","Democrat",,
"14022769.jpg","map/images/14022769.jpg",0.360336303710937,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022769.jpg","Re-relect Abrams Selectman","Selectman","Democrat",,
"14022769.jpg","map/images/14022769.jpg",0.031509399414062,"#6F6A61",111,106,97,"https://tracy-st.github.io/hks-political-buttons/images/14022769.jpg","Re-relect Abrams Selectman","Selectman","Democrat",,
"14022769.jpg","map/images/14022769.jpg",0.035919189453125,"#B1ABA0",177,171,160,"https://tracy-st.github.io/hks-political-buttons/images/14022769.jpg","Re-relect Abrams Selectman","Selectman","Democrat",,
"14022769.jpg","map/images/14022769.jpg",0.38525390625,"#E3DCCE",227,220,206,"https://tracy-st.github.io/hks-political-buttons/images/14022769.jpg","Re-relect Abrams Selectman","Selectman","Democrat",,
"14022770.jpg","map/images/14022770.jpg",0.161148071289062,"#1B1714",27,23,20,"https://tracy-st.github.io/hks-political-buttons/images/14022770.jpg","Vote Abrams Selectman","Selectman","Democrat",,
"14022770.jpg","map/images/14022770.jpg",0.36988830566406206,"#2F2B28",47,43,40,"https://tracy-st.github.io/hks-political-buttons/images/14022770.jpg","Vote Abrams Selectman","Selectman","Democrat",,
"14022770.jpg","map/images/14022770.jpg",0.027923583984375,"#6C675E",108,103,94,"https://tracy-st.github.io/hks-political-buttons/images/14022770.jpg","Vote Abrams Selectman","Selectman","Democrat",,
"14022770.jpg","map/images/14022770.jpg",0.030319213867187,"#ACA69B",172,166,155,"https://tracy-st.github.io/hks-political-buttons/images/14022770.jpg","Vote Abrams Selectman","Selectman","Democrat",,
"14022770.jpg","map/images/14022770.jpg",0.41072082519531206,"#E3DCCE",227,220,206,"https://tracy-st.github.io/hks-political-buttons/images/14022770.jpg","Vote Abrams Selectman","Selectman","Democrat",,
"14022771.jpg","map/images/14022771.jpg",0.353591918945312,"#2D2927",45,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022771.jpg","Wendy Abt Democrat for State Senate","State Senate","Democrat",1980,
"14022771.jpg","map/images/14022771.jpg",0.024322509765625,"#1B91B0",27,145,176,"https://tracy-st.github.io/hks-political-buttons/images/14022771.jpg","Wendy Abt Democrat for State Senate","State Senate","Democrat",1980,
"14022771.jpg","map/images/14022771.jpg",0.024124145507812,"#87AAB0",135,170,176,"https://tracy-st.github.io/hks-political-buttons/images/14022771.jpg","Wendy Abt Democrat for State Senate","State Senate","Democrat",1980,
"14022771.jpg","map/images/14022771.jpg",0.147689819335937,"#E6C0A7",230,192,167,"https://tracy-st.github.io/hks-political-buttons/images/14022771.jpg","Wendy Abt Democrat for State Senate","State Senate","Democrat",1980,
"14022771.jpg","map/images/14022771.jpg",0.45027160644531206,"#E0D6C8",224,214,200,"https://tracy-st.github.io/hks-political-buttons/images/14022771.jpg","Wendy Abt Democrat for State Senate","State Senate","Democrat",1980,
"14022772.jpg","map/images/14022772.jpg",0.2135009765625,"#110F6D",17,15,109,"https://tracy-st.github.io/hks-political-buttons/images/14022772.jpg","Silhouette of Bella Abzug",,"Democrat",,
"14022772.jpg","map/images/14022772.jpg",0.48738098144531206,"#2D2927",45,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022772.jpg","Silhouette of Bella Abzug",,"Democrat",,
"14022772.jpg","map/images/14022772.jpg",0.013748168945312,"#6B7177",107,113,119,"https://tracy-st.github.io/hks-political-buttons/images/14022772.jpg","Silhouette of Bella Abzug",,"Democrat",,
"14022772.jpg","map/images/14022772.jpg",0.0257568359375,"#BFB59E",191,181,158,"https://tracy-st.github.io/hks-political-buttons/images/14022772.jpg","Silhouette of Bella Abzug",,"Democrat",,
"14022772.jpg","map/images/14022772.jpg",0.259613037109375,"#E0D0B3",224,208,179,"https://tracy-st.github.io/hks-political-buttons/images/14022772.jpg","Silhouette of Bella Abzug",,"Democrat",,
"14022773.jpg","map/images/14022773.jpg",0.4320068359375,"#2A2725",42,39,37,"https://tracy-st.github.io/hks-political-buttons/images/14022773.jpg","Bella",,"Democrat",,
"14022773.jpg","map/images/14022773.jpg",0.152053833007812,"#1581B3",21,129,179,"https://tracy-st.github.io/hks-political-buttons/images/14022773.jpg","Bella",,"Democrat",,
"14022773.jpg","map/images/14022773.jpg",0.00823974609375,"#8F8878",143,136,120,"https://tracy-st.github.io/hks-political-buttons/images/14022773.jpg","Bella",,"Democrat",,
"14022773.jpg","map/images/14022773.jpg",0.014129638671875,"#6EAFBE",110,175,190,"https://tracy-st.github.io/hks-political-buttons/images/14022773.jpg","Bella",,"Democrat",,
"14022773.jpg","map/images/14022773.jpg",0.39356994628906206,"#DDD2C0",221,210,192,"https://tracy-st.github.io/hks-political-buttons/images/14022773.jpg","Bella",,"Democrat",,
"14022774.jpg","map/images/14022774.jpg",0.43902587890625,"#2E2926",46,41,38,"https://tracy-st.github.io/hks-political-buttons/images/14022774.jpg","Bella Abzug for Congress","Congress","Democrat",,
"14022774.jpg","map/images/14022774.jpg",0.10540771484375,"#632506",99,37,6,"https://tracy-st.github.io/hks-political-buttons/images/14022774.jpg","Bella Abzug for Congress","Congress","Democrat",,
"14022774.jpg","map/images/14022774.jpg",0.035018920898437,"#AE5C07",174,92,7,"https://tracy-st.github.io/hks-political-buttons/images/14022774.jpg","Bella Abzug for Congress","Congress","Democrat",,
"14022774.jpg","map/images/14022774.jpg",0.39956665039062506,"#F98902",249,137,2,"https://tracy-st.github.io/hks-political-buttons/images/14022774.jpg","Bella Abzug for Congress","Congress","Democrat",,
"14022774.jpg","map/images/14022774.jpg",0.020980834960937,"#FB9937",251,153,55,"https://tracy-st.github.io/hks-political-buttons/images/14022774.jpg","Bella Abzug for Congress","Congress","Democrat",,
"14022775.jpg","map/images/14022775.jpg",0.074310302734375,"#181F76",24,31,118,"https://tracy-st.github.io/hks-political-buttons/images/14022775.jpg","Bella for Mayor: She'll put NEW YORK first again","Mayor","Democrat",1977,
"14022775.jpg","map/images/14022775.jpg",0.41572570800781206,"#2D2927",45,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022775.jpg","Bella for Mayor: She'll put NEW YORK first again","Mayor","Democrat",1977,
"14022775.jpg","map/images/14022775.jpg",0.027008056640625,"#5E628D",94,98,141,"https://tracy-st.github.io/hks-political-buttons/images/14022775.jpg","Bella for Mayor: She'll put NEW YORK first again","Mayor","Democrat",1977,
"14022775.jpg","map/images/14022775.jpg",0.032699584960937,"#A3A6B7",163,166,183,"https://tracy-st.github.io/hks-political-buttons/images/14022775.jpg","Bella for Mayor: She'll put NEW YORK first again","Mayor","Democrat",1977,
"14022775.jpg","map/images/14022775.jpg",0.45025634765625,"#E1DAD3",225,218,211,"https://tracy-st.github.io/hks-political-buttons/images/14022775.jpg","Bella for Mayor: She'll put NEW YORK first again","Mayor","Democrat",1977,
"14022776.jpg","map/images/14022776.jpg",0.44387817382812506,"#2B2928",43,41,40,"https://tracy-st.github.io/hks-political-buttons/images/14022776.jpg","Bella for Senator","Senate","Democrat",1976,
"14022776.jpg","map/images/14022776.jpg",0.24124145507812503,"#153983",21,57,131,"https://tracy-st.github.io/hks-political-buttons/images/14022776.jpg","Bella for Senator","Senate","Democrat",1976,
"14022776.jpg","map/images/14022776.jpg",0.086746215820312,"#425B91",66,91,145,"https://tracy-st.github.io/hks-political-buttons/images/14022776.jpg","Bella for Senator","Senate","Democrat",1976,
"14022776.jpg","map/images/14022776.jpg",0.026947021484375,"#8898B3",136,152,179,"https://tracy-st.github.io/hks-political-buttons/images/14022776.jpg","Bella for Senator","Senate","Democrat",1976,
"14022776.jpg","map/images/14022776.jpg",0.20118713378906203,"#DFDAD0",223,218,208,"https://tracy-st.github.io/hks-political-buttons/images/14022776.jpg","Bella for Senator","Senate","Democrat",1976,
"14022777.jpg","map/images/14022777.jpg",0.49546813964843706,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022777.jpg","New York City Needs Bella Abzug for Mayor","Mayor","Democrat",1977,
"14022777.jpg","map/images/14022777.jpg",0.080108642578125,"#1C4893",28,72,147,"https://tracy-st.github.io/hks-political-buttons/images/14022777.jpg","New York City Needs Bella Abzug for Mayor","Mayor","Democrat",1977,
"14022777.jpg","map/images/14022777.jpg",0.112640380859375,"#73726C",115,114,108,"https://tracy-st.github.io/hks-political-buttons/images/14022777.jpg","New York City Needs Bella Abzug for Mayor","Mayor","Democrat",1977,
"14022777.jpg","map/images/14022777.jpg",0.106643676757812,"#F1721E",241,114,30,"https://tracy-st.github.io/hks-political-buttons/images/14022777.jpg","New York City Needs Bella Abzug for Mayor","Mayor","Democrat",1977,
"14022777.jpg","map/images/14022777.jpg",0.20513916015625,"#CCBEAB",204,190,171,"https://tracy-st.github.io/hks-political-buttons/images/14022777.jpg","New York City Needs Bella Abzug for Mayor","Mayor","Democrat",1977,
"14022778.jpg","map/images/14022778.jpg",0.43016052246093706,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022778.jpg","Barbara Ackermann for Governor","Governor","Democrat",1978,
"14022778.jpg","map/images/14022778.jpg",0.097442626953125,"#136594",19,101,148,"https://tracy-st.github.io/hks-political-buttons/images/14022778.jpg","Barbara Ackermann for Governor","Governor","Democrat",1978,
"14022778.jpg","map/images/14022778.jpg",0.028091430664062,"#6892A3",104,146,163,"https://tracy-st.github.io/hks-political-buttons/images/14022778.jpg","Barbara Ackermann for Governor","Governor","Democrat",1978,
"14022778.jpg","map/images/14022778.jpg",0.043472290039062,"#B8BEBE",184,190,190,"https://tracy-st.github.io/hks-political-buttons/images/14022778.jpg","Barbara Ackermann for Governor","Governor","Democrat",1978,
"14022778.jpg","map/images/14022778.jpg",0.40083312988281206,"#E4DDD3",228,221,211,"https://tracy-st.github.io/hks-political-buttons/images/14022778.jpg","Barbara Ackermann for Governor","Governor","Democrat",1978,
"14022779.jpg","map/images/14022779.jpg",0.41477966308593706,"#2A2929",42,41,41,"https://tracy-st.github.io/hks-political-buttons/images/14022779.jpg","Barbara Ackermann governor","Governor","Democrat",1978,
"14022779.jpg","map/images/14022779.jpg",0.24324035644531203,"#1765A7",23,101,167,"https://tracy-st.github.io/hks-political-buttons/images/14022779.jpg","Barbara Ackermann governor","Governor","Democrat",1978,
"14022779.jpg","map/images/14022779.jpg",0.27764892578125,"#1B71B2",27,113,178,"https://tracy-st.github.io/hks-political-buttons/images/14022779.jpg","Barbara Ackermann governor","Governor","Democrat",1978,
"14022779.jpg","map/images/14022779.jpg",0.01873779296875,"#74A9C4",116,169,196,"https://tracy-st.github.io/hks-political-buttons/images/14022779.jpg","Barbara Ackermann governor","Governor","Democrat",1978,
"14022779.jpg","map/images/14022779.jpg",0.04559326171875,"#D4D4D3",212,212,211,"https://tracy-st.github.io/hks-political-buttons/images/14022779.jpg","Barbara Ackermann governor","Governor","Democrat",1978,
"14022780.jpg","map/images/14022780.jpg",0.087646484375,"#1A2164",26,33,100,"https://tracy-st.github.io/hks-political-buttons/images/14022780.jpg","Re-elect Brock Adams Congressman","Congress","Democrat",,
"14022780.jpg","map/images/14022780.jpg",0.44631958007812506,"#282424",40,36,36,"https://tracy-st.github.io/hks-political-buttons/images/14022780.jpg","Re-elect Brock Adams Congressman","Congress","Democrat",,
"14022780.jpg","map/images/14022780.jpg",0.250076293945312,"#203890",32,56,144,"https://tracy-st.github.io/hks-political-buttons/images/14022780.jpg","Re-elect Brock Adams Congressman","Congress","Democrat",,
"14022780.jpg","map/images/14022780.jpg",0.182022094726562,"#CC172B",204,23,43,"https://tracy-st.github.io/hks-political-buttons/images/14022780.jpg","Re-elect Brock Adams Congressman","Congress","Democrat",,
"14022780.jpg","map/images/14022780.jpg",0.033935546875,"#BDBAC1",189,186,193,"https://tracy-st.github.io/hks-political-buttons/images/14022780.jpg","Re-elect Brock Adams Congressman","Congress","Democrat",,
"14022781.jpg","map/images/14022781.jpg",0.40115356445312506,"#2E2826",46,40,38,"https://tracy-st.github.io/hks-political-buttons/images/14022781.jpg","Kathleen Sullivan Alioto U.S. Senate","Senate","Democrat",1978,
"14022781.jpg","map/images/14022781.jpg",0.24804687500000003,"#D51519",213,21,25,"https://tracy-st.github.io/hks-political-buttons/images/14022781.jpg","Kathleen Sullivan Alioto U.S. Senate","Senate","Democrat",1978,
"14022781.jpg","map/images/14022781.jpg",0.103591918945312,"#D84243",216,66,67,"https://tracy-st.github.io/hks-political-buttons/images/14022781.jpg","Kathleen Sullivan Alioto U.S. Senate","Senate","Democrat",1978,
"14022781.jpg","map/images/14022781.jpg",0.034988403320312,"#E28E89",226,142,137,"https://tracy-st.github.io/hks-political-buttons/images/14022781.jpg","Kathleen Sullivan Alioto U.S. Senate","Senate","Democrat",1978,
"14022781.jpg","map/images/14022781.jpg",0.21221923828125,"#E8D8CD",232,216,205,"https://tracy-st.github.io/hks-political-buttons/images/14022781.jpg","Kathleen Sullivan Alioto U.S. Senate","Senate","Democrat",1978,
"14022785.jpg","map/images/14022785.jpg",0.39495849609375,"#2E2927",46,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022785.jpg","Alene Ammond for Congress District 6","Congress","Democrat",,
"14022785.jpg","map/images/14022785.jpg",0.05401611328125,"#B62D34",182,45,52,"https://tracy-st.github.io/hks-political-buttons/images/14022785.jpg","Alene Ammond for Congress District 6","Congress","Democrat",,
"14022785.jpg","map/images/14022785.jpg",0.146957397460937,"#EC4D37",236,77,55,"https://tracy-st.github.io/hks-political-buttons/images/14022785.jpg","Alene Ammond for Congress District 6","Congress","Democrat",,
"14022785.jpg","map/images/14022785.jpg",0.05459594726562501,"#E18F7F",225,143,127,"https://tracy-st.github.io/hks-political-buttons/images/14022785.jpg","Alene Ammond for Congress District 6","Congress","Democrat",,
"14022785.jpg","map/images/14022785.jpg",0.349472045898437,"#E1D7CB",225,215,203,"https://tracy-st.github.io/hks-political-buttons/images/14022785.jpg","Alene Ammond for Congress District 6","Congress","Democrat",,
"14022786.jpg","map/images/14022786.jpg",0.41799926757812506,"#2F2927",47,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022786.jpg","Anderson for President","President","Independent",1980,
"14022786.jpg","map/images/14022786.jpg",0.342041015625,"#D51315",213,19,21,"https://tracy-st.github.io/hks-political-buttons/images/14022786.jpg","Anderson for President","President","Independent",1980,
"14022786.jpg","map/images/14022786.jpg",0.111602783203125,"#DA3742",218,55,66,"https://tracy-st.github.io/hks-political-buttons/images/14022786.jpg","Anderson for President","President","Independent",1980,
"14022786.jpg","map/images/14022786.jpg",0.043426513671875,"#DF6A72",223,106,114,"https://tracy-st.github.io/hks-political-buttons/images/14022786.jpg","Anderson for President","President","Independent",1980,
"14022786.jpg","map/images/14022786.jpg",0.084930419921875,"#DCDBDA",220,219,218,"https://tracy-st.github.io/hks-political-buttons/images/14022786.jpg","Anderson for President","President","Independent",1980,
"14022787.jpg","map/images/14022787.jpg",0.107818603515625,"#271E1C",39,30,28,"https://tracy-st.github.io/hks-political-buttons/images/14022787.jpg","Anderson for President","President","Independent",1980,
"14022787.jpg","map/images/14022787.jpg",0.315277099609375,"#322B29",50,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022787.jpg","Anderson for President","President","Independent",1980,
"14022787.jpg","map/images/14022787.jpg",0.343231201171875,"#D0162D",208,22,45,"https://tracy-st.github.io/hks-political-buttons/images/14022787.jpg","Anderson for President","President","Independent",1980,
"14022787.jpg","map/images/14022787.jpg",0.1671142578125,"#D64853",214,72,83,"https://tracy-st.github.io/hks-political-buttons/images/14022787.jpg","Anderson for President","President","Independent",1980,
"14022787.jpg","map/images/14022787.jpg",0.066558837890625,"#DED8D5",222,216,213,"https://tracy-st.github.io/hks-political-buttons/images/14022787.jpg","Anderson for President","President","Independent",1980,
"14022788.jpg","map/images/14022788.jpg",0.40277099609375,"#302C28",48,44,40,"https://tracy-st.github.io/hks-political-buttons/images/14022788.jpg","Anderson in 1980","President","Independent",1980,
"14022788.jpg","map/images/14022788.jpg",0.120315551757812,"#4B4130",75,65,48,"https://tracy-st.github.io/hks-political-buttons/images/14022788.jpg","Anderson in 1980","President","Independent",1980,
"14022788.jpg","map/images/14022788.jpg",0.026107788085937,"#80703A",128,112,58,"https://tracy-st.github.io/hks-political-buttons/images/14022788.jpg","Anderson in 1980","President","Independent",1980,
"14022788.jpg","map/images/14022788.jpg",0.02734375,"#B6A351",182,163,81,"https://tracy-st.github.io/hks-political-buttons/images/14022788.jpg","Anderson in 1980","President","Independent",1980,
"14022788.jpg","map/images/14022788.jpg",0.4234619140625,"#E9CF5B",233,207,91,"https://tracy-st.github.io/hks-political-buttons/images/14022788.jpg","Anderson in 1980","President","Independent",1980,
"14022789.jpg","map/images/14022789.jpg",0.38737487792968706,"#2F2926",47,41,38,"https://tracy-st.github.io/hks-political-buttons/images/14022789.jpg","Anderson Lucey","President","Independent",1980,
"14022789.jpg","map/images/14022789.jpg",0.347503662109375,"#D8130C",216,19,12,"https://tracy-st.github.io/hks-political-buttons/images/14022789.jpg","Anderson Lucey","President","Independent",1980,
"14022789.jpg","map/images/14022789.jpg",0.117050170898437,"#DD323C",221,50,60,"https://tracy-st.github.io/hks-political-buttons/images/14022789.jpg","Anderson Lucey","President","Independent",1980,
"14022789.jpg","map/images/14022789.jpg",0.049270629882812,"#E4656A",228,101,106,"https://tracy-st.github.io/hks-political-buttons/images/14022789.jpg","Anderson Lucey","President","Independent",1980,
"14022789.jpg","map/images/14022789.jpg",0.098800659179687,"#E2DEDC",226,222,220,"https://tracy-st.github.io/hks-political-buttons/images/14022789.jpg","Anderson Lucey","President","Independent",1980,
"14022790.jpg","map/images/14022790.jpg",0.078475952148437,"#171614",23,22,20,"https://tracy-st.github.io/hks-political-buttons/images/14022790.jpg","Anderson of Illinois for President","President","Independent",1980,
"14022790.jpg","map/images/14022790.jpg",0.350234985351562,"#2F2D2A",47,45,42,"https://tracy-st.github.io/hks-political-buttons/images/14022790.jpg","Anderson of Illinois for President","President","Independent",1980,
"14022790.jpg","map/images/14022790.jpg",0.018081665039062,"#CE1E23",206,30,35,"https://tracy-st.github.io/hks-political-buttons/images/14022790.jpg","Anderson of Illinois for President","President","Independent",1980,
"14022790.jpg","map/images/14022790.jpg",0.026229858398437,"#938987",147,137,135,"https://tracy-st.github.io/hks-political-buttons/images/14022790.jpg","Anderson of Illinois for President","President","Independent",1980,
"14022790.jpg","map/images/14022790.jpg",0.5269775390625,"#D9DBD8",217,219,216,"https://tracy-st.github.io/hks-political-buttons/images/14022790.jpg","Anderson of Illinois for President","President","Independent",1980,
"14022791.jpg","map/images/14022791.jpg",0.35687255859375,"#2E2B2A",46,43,42,"https://tracy-st.github.io/hks-political-buttons/images/14022791.jpg","Elect the Unity Team in 1980: Anderson Lucey","President","Independent",1980,
"14022791.jpg","map/images/14022791.jpg",0.140472412109375,"#47628D",71,98,141,"https://tracy-st.github.io/hks-political-buttons/images/14022791.jpg","Elect the Unity Team in 1980: Anderson Lucey","President","Independent",1980,
"14022791.jpg","map/images/14022791.jpg",0.026931762695312,"#D5766D",213,118,109,"https://tracy-st.github.io/hks-political-buttons/images/14022791.jpg","Elect the Unity Team in 1980: Anderson Lucey","President","Independent",1980,
"14022791.jpg","map/images/14022791.jpg",0.084625244140625,"#9498A2",148,152,162,"https://tracy-st.github.io/hks-political-buttons/images/14022791.jpg","Elect the Unity Team in 1980: Anderson Lucey","President","Independent",1980,
"14022791.jpg","map/images/14022791.jpg",0.39109802246093706,"#DED3C6",222,211,198,"https://tracy-st.github.io/hks-political-buttons/images/14022791.jpg","Elect the Unity Team in 1980: Anderson Lucey","President","Independent",1980,
"14022792.jpg","map/images/14022792.jpg",0.40135192871093706,"#2A2624",42,38,36,"https://tracy-st.github.io/hks-political-buttons/images/14022792.jpg","John Anderson Democrat for Congress","Congress","Democrat",,
"14022792.jpg","map/images/14022792.jpg",0.036895751953125,"#3B3E94",59,62,148,"https://tracy-st.github.io/hks-political-buttons/images/14022792.jpg","John Anderson Democrat for Congress","Congress","Democrat",,
"14022792.jpg","map/images/14022792.jpg",0.069686889648437,"#ED2419",237,36,25,"https://tracy-st.github.io/hks-political-buttons/images/14022792.jpg","John Anderson Democrat for Congress","Congress","Democrat",,
"14022792.jpg","map/images/14022792.jpg",0.05204772949218701,"#D09982",208,153,130,"https://tracy-st.github.io/hks-political-buttons/images/14022792.jpg","John Anderson Democrat for Congress","Congress","Democrat",,
"14022792.jpg","map/images/14022792.jpg",0.44001770019531206,"#E6DDD1",230,221,209,"https://tracy-st.github.io/hks-political-buttons/images/14022792.jpg","John Anderson Democrat for Congress","Congress","Democrat",,
"14022793.jpg","map/images/14022793.jpg",0.43710327148437506,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022793.jpg","John B. Anderson","President","Independent",1980,
"14022793.jpg","map/images/14022793.jpg",0.154754638671875,"#1B4C9C",27,76,156,"https://tracy-st.github.io/hks-political-buttons/images/14022793.jpg","John B. Anderson","President","Independent",1980,
"14022793.jpg","map/images/14022793.jpg",0.21536254882812503,"#EA3015",234,48,21,"https://tracy-st.github.io/hks-political-buttons/images/14022793.jpg","John B. Anderson","President","Independent",1980,
"14022793.jpg","map/images/14022793.jpg",0.026687622070312,"#718FB6",113,143,182,"https://tracy-st.github.io/hks-political-buttons/images/14022793.jpg","John B. Anderson","President","Independent",1980,
"14022793.jpg","map/images/14022793.jpg",0.166091918945312,"#D8DADA",216,218,218,"https://tracy-st.github.io/hks-political-buttons/images/14022793.jpg","John B. Anderson","President","Independent",1980,
"14022795.jpg","map/images/14022795.jpg",0.3861083984375,"#2D2927",45,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14022795.jpg","Antonellis State Senator","State Senate","Communist",,
"14022795.jpg","map/images/14022795.jpg",0.170089721679687,"#102B6F",16,43,111,"https://tracy-st.github.io/hks-political-buttons/images/14022795.jpg","Antonellis State Senator","State Senate","Communist",,
"14022795.jpg","map/images/14022795.jpg",0.034530639648437,"#436488",67,100,136,"https://tracy-st.github.io/hks-political-buttons/images/14022795.jpg","Antonellis State Senator","State Senate","Communist",,
"14022795.jpg","map/images/14022795.jpg",0.029891967773437,"#95A4AD",149,164,173,"https://tracy-st.github.io/hks-political-buttons/images/14022795.jpg","Antonellis State Senator","State Senate","Communist",,
"14022795.jpg","map/images/14022795.jpg",0.37937927246093706,"#E2DACB",226,218,203,"https://tracy-st.github.io/hks-political-buttons/images/14022795.jpg","Antonellis State Senator","State Senate","Communist",,
"14022796.jpg","map/images/14022796.jpg",0.39915466308593706,"#2D2725",45,39,37,"https://tracy-st.github.io/hks-political-buttons/images/14022796.jpg","Applefield State Representative","State Representative","Republican",1972,
"14022796.jpg","map/images/14022796.jpg",0.098464965820312,"#DE4138",222,65,56,"https://tracy-st.github.io/hks-political-buttons/images/14022796.jpg","Applefield State Representative","State Representative","Republican",1972,
"14022796.jpg","map/images/14022796.jpg",0.00390625,"#6C7193",108,113,147,"https://tracy-st.github.io/hks-political-buttons/images/14022796.jpg","Applefield State Representative","State Representative","Republican",1972,
"14022796.jpg","map/images/14022796.jpg",0.139129638671875,"#EB6859",235,104,89,"https://tracy-st.github.io/hks-political-buttons/images/14022796.jpg","Applefield State Representative","State Representative","Republican",1972,
"14022796.jpg","map/images/14022796.jpg",0.35934448242187506,"#E5D8C7",229,216,199,"https://tracy-st.github.io/hks-political-buttons/images/14022796.jpg","Applefield State Representative","State Representative","Republican",1972,
"14022797.jpg","map/images/14022797.jpg",0.40910339355468706,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14022797.jpg","Stanley Arnold for Vice President","Vice President","Democrat",1972,
"14022797.jpg","map/images/14022797.jpg",0.165008544921875,"#187CB7",24,124,183,"https://tracy-st.github.io/hks-political-buttons/images/14022797.jpg","Stanley Arnold for Vice President","Vice President","Democrat",1972,
"14022797.jpg","map/images/14022797.jpg",0.028152465820312,"#6B9DB4",107,157,180,"https://tracy-st.github.io/hks-political-buttons/images/14022797.jpg","Stanley Arnold for Vice President","Vice President","Democrat",1972,
"14022797.jpg","map/images/14022797.jpg",0.033920288085937,"#B1C0C2",177,192,194,"https://tracy-st.github.io/hks-political-buttons/images/14022797.jpg","Stanley Arnold for Vice President","Vice President","Democrat",1972,
"14022797.jpg","map/images/14022797.jpg",0.36381530761718706,"#E0DACA",224,218,202,"https://tracy-st.github.io/hks-political-buttons/images/14022797.jpg","Stanley Arnold for Vice President","Vice President","Democrat",1972,
"14022798.jpg","map/images/14022798.jpg",0.41729736328125,"#252525",37,37,37,"https://tracy-st.github.io/hks-political-buttons/images/14022798.jpg","Stanley Arnold Vice President","Vice President","Democrat",1972,
"14022798.jpg","map/images/14022798.jpg",0.43063354492187506,"#1A49A1",26,73,161,"https://tracy-st.github.io/hks-political-buttons/images/14022798.jpg","Stanley Arnold Vice President","Vice President","Democrat",1972,
"14022798.jpg","map/images/14022798.jpg",0.036849975585937,"#3F71AF",63,113,175,"https://tracy-st.github.io/hks-political-buttons/images/14022798.jpg","Stanley Arnold Vice President","Vice President","Democrat",1972,
"14022798.jpg","map/images/14022798.jpg",0.020797729492187,"#8EABC5",142,171,197,"https://tracy-st.github.io/hks-political-buttons/images/14022798.jpg","Stanley Arnold Vice President","Vice President","Democrat",1972,
"14022798.jpg","map/images/14022798.jpg",0.09442138671875,"#DAD7D0",218,215,208,"https://tracy-st.github.io/hks-political-buttons/images/14022798.jpg","Stanley Arnold Vice President","Vice President","Democrat",1972,
"14022799.jpg","map/images/14022799.jpg",0.44441223144531206,"#272727",39,39,39,"https://tracy-st.github.io/hks-political-buttons/images/14022799.jpg","Ashbrook","President","Republican",1972,
"14022799.jpg","map/images/14022799.jpg",0.296646118164062,"#1975B4",25,117,180,"https://tracy-st.github.io/hks-political-buttons/images/14022799.jpg","Ashbrook","President","Republican",1972,
"14022799.jpg","map/images/14022799.jpg",0.079849243164062,"#E24B44",226,75,68,"https://tracy-st.github.io/hks-political-buttons/images/14022799.jpg","Ashbrook","President","Republican",1972,
"14022799.jpg","map/images/14022799.jpg",0.0416259765625,"#4D91C4",77,145,196,"https://tracy-st.github.io/hks-political-buttons/images/14022799.jpg","Ashbrook","President","Republican",1972,
"14022799.jpg","map/images/14022799.jpg",0.137466430664062,"#D3D4D0",211,212,208,"https://tracy-st.github.io/hks-political-buttons/images/14022799.jpg","Ashbrook","President","Republican",1972,
