"filename","metadata.image_source","frequency","hex","R","G","B","image_url","name","office","party","date_int","w_cm"
"14427088.jpg","map/images/14427088.jpg",0.264266967773437,"#E4DDD9",228,221,217,"https://tracy-st.github.io/hks-political-buttons/images/14427088.jpg","Duke 88","President","Democrat",1988,
"14427089.jpg","map/images/14427089.jpg",0.41490173339843706,"#302D2A",48,45,42,"https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,
"14427089.jpg","map/images/14427089.jpg",0.1456298828125,"#4B4C48",75,76,72,"https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,
"14427089.jpg","map/images/14427089.jpg",0.04180908203125,"#978E61",151,142,97,"https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,
"14427089.jpg","map/images/14427089.jpg",0.161178588867187,"#ECD02C",236,208,44,"https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,
"14427089.jpg","map/images/14427089.jpg",0.23648071289062503,"#E3DCBD",227,220,189,"https://tracy-st.github.io/hks-political-buttons/images/14427089.jpg","Duke",,"Democrat",,
"14427090.jpg","map/images/14427090.jpg",0.41407775878906206,"#2E2D28",46,45,40,"https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,
"14427090.jpg","map/images/14427090.jpg",0.127532958984375,"#168FBA",22,143,186,"https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,
"14427090.jpg","map/images/14427090.jpg",0.05587768554687501,"#75B458",117,180,88,"https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,
"14427090.jpg","map/images/14427090.jpg",0.040695190429687,"#9EC9AE",158,201,174,"https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,
"14427090.jpg","map/images/14427090.jpg",0.36181640625,"#E2DEDB",226,222,219,"https://tracy-st.github.io/hks-political-buttons/images/14427090.jpg","for the love of Mike Dukakis",,"Democrat",1970,
"14427091.jpg","map/images/14427091.jpg",0.40362548828125,"#2E2A27",46,42,39,"https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,
"14427091.jpg","map/images/14427091.jpg",0.167694091796875,"#172C82",23,44,130,"https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,
"14427091.jpg","map/images/14427091.jpg",0.174072265625,"#E0423B",224,66,59,"https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,
"14427091.jpg","map/images/14427091.jpg",0.026229858398437,"#7382AB",115,130,171,"https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,
"14427091.jpg","map/images/14427091.jpg",0.22837829589843703,"#DCD8DB",220,216,219,"https://tracy-st.github.io/hks-political-buttons/images/14427091.jpg","I'm with the Duke",,"Democrat",,
"14427092.jpg","map/images/14427092.jpg",0.272171020507812,"#28292D",40,41,45,"https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,
"14427092.jpg","map/images/14427092.jpg",0.10113525390625,"#374F6A",55,79,106,"https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,
"14427092.jpg","map/images/14427092.jpg",0.103759765625,"#4A789D",74,120,157,"https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,
"14427092.jpg","map/images/14427092.jpg",0.1986083984375,"#A996AB",169,150,171,"https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,
"14427092.jpg","map/images/14427092.jpg",0.324325561523437,"#D4D3D5",212,211,213,"https://tracy-st.github.io/hks-political-buttons/images/14427092.jpg","Michael Dukakis for President 1988 (Dukakis and American flag)","President","Democrat",1988,
"14427093.jpg","map/images/14427093.jpg",0.42597961425781206,"#2C2A28",44,42,40,"https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,
"14427093.jpg","map/images/14427093.jpg",0.18267822265625,"#1E3F9C",30,63,156,"https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,
"14427093.jpg","map/images/14427093.jpg",0.100784301757812,"#D5304B",213,48,75,"https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,
"14427093.jpg","map/images/14427093.jpg",0.030838012695312,"#CF8990",207,137,144,"https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,
"14427093.jpg","map/images/14427093.jpg",0.259719848632812,"#DED2CA",222,210,202,"https://tracy-st.github.io/hks-political-buttons/images/14427093.jpg","Mike Dukakis & John Kerry","Governor","Democrat",1982,
"14427094.jpg","map/images/14427094.jpg",0.43595886230468706,"#2A2928",42,41,40,"https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,
"14427094.jpg","map/images/14427094.jpg",0.32818603515625,"#17288E",23,40,142,"https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,
"14427094.jpg","map/images/14427094.jpg",0.1043701171875,"#2950A0",41,80,160,"https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,
"14427094.jpg","map/images/14427094.jpg",0.03668212890625,"#6C8CBD",108,140,189,"https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,
"14427094.jpg","map/images/14427094.jpg",0.094802856445312,"#E0E2DD",224,226,221,"https://tracy-st.github.io/hks-political-buttons/images/14427094.jpg","Mike Dukakis",,"Democrat",,
"14427095.jpg","map/images/14427095.jpg",0.40826416015625,"#2C2A27",44,42,39,"https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,
"14427095.jpg","map/images/14427095.jpg",0.104415893554687,"#193293",25,50,147,"https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,
"14427095.jpg","map/images/14427095.jpg",0.02093505859375,"#5D74A3",93,116,163,"https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,
"14427095.jpg","map/images/14427095.jpg",0.020370483398437,"#A4AFBF",164,175,191,"https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,
"14427095.jpg","map/images/14427095.jpg",0.44601440429687506,"#E2DBD8",226,219,216,"https://tracy-st.github.io/hks-political-buttons/images/14427095.jpg","Mike Dukakis",,"Democrat",,
"14427097.jpg","map/images/14427097.jpg",0.44879150390625,"#2A2A29",42,42,41,"https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,
"14427097.jpg","map/images/14427097.jpg",0.37422180175781206,"#1A419F",26,65,159,"https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,
"14427097.jpg","map/images/14427097.jpg",0.07916259765625,"#306CB2",48,108,178,"https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,
"14427097.jpg","map/images/14427097.jpg",0.024887084960937,"#18B8DC",24,184,220,"https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,
"14427097.jpg","map/images/14427097.jpg",0.07293701171875,"#D1DADF",209,218,223,"https://tracy-st.github.io/hks-political-buttons/images/14427097.jpg","Re-elect John Durkin United States Senator","Senate","Democrat",1980,
"14427098.jpg","map/images/14427098.jpg",0.38284301757812506,"#2F2C28",47,44,40,"https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,
"14427098.jpg","map/images/14427098.jpg",0.095260620117187,"#CD131C",205,19,28,"https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,
"14427098.jpg","map/images/14427098.jpg",0.025253295898437,"#CB5E68",203,94,104,"https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,
"14427098.jpg","map/images/14427098.jpg",0.025802612304687,"#D8AAA6",216,170,166,"https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,
"14427098.jpg","map/images/14427098.jpg",0.47084045410156206,"#E9E0D8",233,224,216,"https://tracy-st.github.io/hks-political-buttons/images/14427098.jpg","Early for Congress","Congress","Democrat",,
"14427099.jpg","map/images/14427099.jpg",0.38169860839843706,"#2F2B29",47,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,
"14427099.jpg","map/images/14427099.jpg",0.134979248046875,"#DA141B",218,20,27,"https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,
"14427099.jpg","map/images/14427099.jpg",0.006576538085937,"#8D8887",141,136,135,"https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,
"14427099.jpg","map/images/14427099.jpg",0.02496337890625,"#E2777F",226,119,127,"https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,
"14427099.jpg","map/images/14427099.jpg",0.4517822265625,"#E8E1E0",232,225,224,"https://tracy-st.github.io/hks-political-buttons/images/14427099.jpg","Joseph D. Early congress","Congress","Democrat",,
"14427101.jpg","map/images/14427101.jpg",0.49208068847656206,"#292827",41,40,39,"https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,
"14427101.jpg","map/images/14427101.jpg",0.165679931640625,"#113A86",17,58,134,"https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,
"14427101.jpg","map/images/14427101.jpg",0.22296142578125,"#245098",36,80,152,"https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,
"14427101.jpg","map/images/14427101.jpg",0.068618774414062,"#4469A4",68,105,164,"https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,
"14427101.jpg","map/images/14427101.jpg",0.0506591796875,"#D8DEE0",216,222,224,"https://tracy-st.github.io/hks-political-buttons/images/14427101.jpg","Edmisten",,"Democrat",,
"14427102.jpg","map/images/14427102.jpg",0.42471313476562506,"#292624",41,38,36,"https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,
"14427102.jpg","map/images/14427102.jpg",0.21318054199218703,"#1C65A0",28,101,160,"https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,
"14427102.jpg","map/images/14427102.jpg",0.23905944824218703,"#D96559",217,101,89,"https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,
"14427102.jpg","map/images/14427102.jpg",0.008865356445312,"#779FBC",119,159,188,"https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,
"14427102.jpg","map/images/14427102.jpg",0.114181518554687,"#DCDCD9",220,220,217,"https://tracy-st.github.io/hks-political-buttons/images/14427102.jpg","I'm for Rufus","Secretary of State","Democrat",1988,
"14427103.jpg","map/images/14427103.jpg",0.46977233886718706,"#2D2A28",45,42,40,"https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,
"14427103.jpg","map/images/14427103.jpg",0.17498779296875,"#2663A8",38,99,168,"https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,
"14427103.jpg","map/images/14427103.jpg",0.20106506347656203,"#D3534D",211,83,77,"https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,
"14427103.jpg","map/images/14427103.jpg",0.04556274414062501,"#CC9A9D",204,154,157,"https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,
"14427103.jpg","map/images/14427103.jpg",0.108612060546875,"#E1DAD7",225,218,215,"https://tracy-st.github.io/hks-political-buttons/images/14427103.jpg","Rufus Edmisten",,"Democrat",,
"14427104.jpg","map/images/14427104.jpg",0.49008178710937506,"#2C2926",44,41,38,"https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,
"14427104.jpg","map/images/14427104.jpg",0.140380859375,"#1B2D62",27,45,98,"https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,
"14427104.jpg","map/images/14427104.jpg",0.1239013671875,"#C13B39",193,59,57,"https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,
"14427104.jpg","map/images/14427104.jpg",0.04855346679687501,"#5D6582",93,101,130,"https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,
"14427104.jpg","map/images/14427104.jpg",0.19708251953125,"#D6D1BD",214,209,189,"https://tracy-st.github.io/hks-political-buttons/images/14427104.jpg","I like Ike","President","Republican",1952,
"14427105.jpg","map/images/14427105.jpg",0.44221496582031206,"#2A2725",42,39,37,"https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,
"14427105.jpg","map/images/14427105.jpg",0.097396850585937,"#2F3766",47,55,102,"https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,
"14427105.jpg","map/images/14427105.jpg",0.05276489257812501,"#656887",101,104,135,"https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,
"14427105.jpg","map/images/14427105.jpg",0.16046142578125,"#D75640",215,86,64,"https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,
"14427105.jpg","map/images/14427105.jpg",0.24716186523437503,"#DDDAD5",221,218,213,"https://tracy-st.github.io/hks-political-buttons/images/14427105.jpg","Ike and Dick","President","Republican",1952,
"14427106.jpg","map/images/14427106.jpg",0.44273376464843706,"#2B2927",43,41,39,"https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,
"14427106.jpg","map/images/14427106.jpg",0.23008728027343703,"#2C4273",44,66,115,"https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,
"14427106.jpg","map/images/14427106.jpg",0.106216430664062,"#C23F41",194,63,65,"https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,
"14427106.jpg","map/images/14427106.jpg",0.03778076171875,"#A59593",165,149,147,"https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,
"14427106.jpg","map/images/14427106.jpg",0.183181762695312,"#D4D0BF",212,208,191,"https://tracy-st.github.io/hks-political-buttons/images/14427106.jpg","Let's Back Ike","President","Republican",1952,
"14427114.jpg","map/images/14427114.jpg",0.305130004882812,"#27231F",39,35,31,"https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,
"14427114.jpg","map/images/14427114.jpg",0.43218994140625,"#34302C",52,48,44,"https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,
"14427114.jpg","map/images/14427114.jpg",0.030715942382812,"#866D49",134,109,73,"https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,
"14427114.jpg","map/images/14427114.jpg",0.132171630859375,"#BEA06F",190,160,111,"https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,
"14427114.jpg","map/images/14427114.jpg",0.09979248046875,"#DEC08E",222,192,142,"https://tracy-st.github.io/hks-political-buttons/images/14427114.jpg","Z","Governor","Democrat",1966,
"14427115.jpg","map/images/14427115.jpg",0.45626831054687506,"#2C2724",44,39,36,"https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,
"14427115.jpg","map/images/14427115.jpg",0.31768798828125,"#CB1311",203,19,17,"https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,
"14427115.jpg","map/images/14427115.jpg",0.08697509765625,"#C94040",201,64,64,"https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,
"14427115.jpg","map/images/14427115.jpg",0.023773193359375,"#D88786",216,135,134,"https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,
"14427115.jpg","map/images/14427115.jpg",0.11529541015625,"#D9D8D4",217,216,212,"https://tracy-st.github.io/hks-political-buttons/images/14427115.jpg","Z Ferency Governor","Governor","Democrat",1966,
"14427121.jpg","map/images/14427121.jpg",0.096969604492187,"#14266C",20,38,108,"https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,
"14427121.jpg","map/images/14427121.jpg",0.36677551269531206,"#2E2A28",46,42,40,"https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,
"14427121.jpg","map/images/14427121.jpg",0.043777465820312,"#C6162B",198,22,43,"https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,
"14427121.jpg","map/images/14427121.jpg",0.041290283203125,"#A3899B",163,137,155,"https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,
"14427121.jpg","map/images/14427121.jpg",0.45118713378906206,"#E3DBD9",227,219,217,"https://tracy-st.github.io/hks-political-buttons/images/14427121.jpg","Finnegan State auditor","State Auditor","Democrat",1982,
"14427128.jpg","map/images/14427128.jpg",0.39271545410156206,"#2D2C2B",45,44,43,"https://tracy-st.github.io/hks-political-buttons/images/14427128.jpg","Representative John Flood","Representative","Democrat",,
"14427128.jpg","map/images/14427128.jpg",0.37757873535156206,"#244BB9",36,75,185,"https://tracy-st.github.io/hks-political-buttons/images/14427128.jpg","Representative John Flood","Representative","Democrat",,
"14427128.jpg","map/images/14427128.jpg",0.11004638671875,"#5B72C5",91,114,197,"https://tracy-st.github.io/hks-political-buttons/images/14427128.jpg","Representative John Flood","Representative","Democrat",,
"14427128.jpg","map/images/14427128.jpg",0.023574829101562,"#8A9642",138,150,66,"https://tracy-st.github.io/hks-political-buttons/images/14427128.jpg","Representative John Flood","Representative","Democrat",,
"14427128.jpg","map/images/14427128.jpg",0.096084594726562,"#F1DB13",241,219,19,"https://tracy-st.github.io/hks-political-buttons/images/14427128.jpg","Representative John Flood","Representative","Democrat",,
"14427129.jpg","map/images/14427129.jpg",0.39549255371093706,"#302D2A",48,45,42,"https://tracy-st.github.io/hks-political-buttons/images/14427129.jpg","Ray Flynn Mayor","Mayor","Democrat",1984,
"14427129.jpg","map/images/14427129.jpg",0.145004272460937,"#11317C",17,49,124,"https://tracy-st.github.io/hks-political-buttons/images/14427129.jpg","Ray Flynn Mayor","Mayor","Democrat",1984,
"14427129.jpg","map/images/14427129.jpg",0.020416259765625,"#517396",81,115,150,"https://tracy-st.github.io/hks-political-buttons/images/14427129.jpg","Ray Flynn Mayor","Mayor","Democrat",1984,
"14427129.jpg","map/images/14427129.jpg",0.023666381835937,"#A0ADBD",160,173,189,"https://tracy-st.github.io/hks-political-buttons/images/14427129.jpg","Ray Flynn Mayor","Mayor","Democrat",1984,
"14427129.jpg","map/images/14427129.jpg",0.41542053222656206,"#E3E0E0",227,224,224,"https://tracy-st.github.io/hks-political-buttons/images/14427129.jpg","Ray Flynn Mayor","Mayor","Democrat",1984,
"14427130.jpg","map/images/14427130.jpg",0.492919921875,"#2E2B28",46,43,40,"https://tracy-st.github.io/hks-political-buttons/images/14427130.jpg","Confident Peace Prosperity Ford-Dole in '76","President","Republican",1976,
"14427130.jpg","map/images/14427130.jpg",0.117111206054687,"#D11B13",209,27,19,"https://tracy-st.github.io/hks-political-buttons/images/14427130.jpg","Confident Peace Prosperity Ford-Dole in '76","President","Republican",1976,
"14427130.jpg","map/images/14427130.jpg",0.098190307617187,"#1B5897",27,88,151,"https://tracy-st.github.io/hks-political-buttons/images/14427130.jpg","Confident Peace Prosperity Ford-Dole in '76","President","Republican",1976,
"14427130.jpg","map/images/14427130.jpg",0.113037109375,"#948576",148,133,118,"https://tracy-st.github.io/hks-political-buttons/images/14427130.jpg","Confident Peace Prosperity Ford-Dole in '76","President","Republican",1976,
"14427130.jpg","map/images/14427130.jpg",0.17874145507812503,"#DBC7AD",219,199,173,"https://tracy-st.github.io/hks-political-buttons/images/14427130.jpg","Confident Peace Prosperity Ford-Dole in '76","President","Republican",1976,
"14427131.jpg","map/images/14427131.jpg",0.169647216796875,"#1E1698",30,22,152,"https://tracy-st.github.io/hks-political-buttons/images/14427131.jpg","Ford Dole","President","Republican",1976,
"14427131.jpg","map/images/14427131.jpg",0.43801879882812506,"#2E2C29",46,44,41,"https://tracy-st.github.io/hks-political-buttons/images/14427131.jpg","Ford Dole","President","Republican",1976,
"14427131.jpg","map/images/14427131.jpg",0.165924072265625,"#C81617",200,22,23,"https://tracy-st.github.io/hks-political-buttons/images/14427131.jpg","Ford Dole","President","Republican",1976,
"14427131.jpg","map/images/14427131.jpg",0.026290893554687,"#A0859A",160,133,154,"https://tracy-st.github.io/hks-political-buttons/images/14427131.jpg","Ford Dole","President","Republican",1976,
"14427131.jpg","map/images/14427131.jpg",0.20011901855468703,"#E4E1DA",228,225,218,"https://tracy-st.github.io/hks-political-buttons/images/14427131.jpg","Ford Dole","President","Republican",1976,
"14427132.jpg","map/images/14427132.jpg",0.145965576171875,"#282725",40,39,37,"https://tracy-st.github.io/hks-political-buttons/images/14427132.jpg","President Ford","President","Republican",1976,
"14427132.jpg","map/images/14427132.jpg",0.29608154296875,"#302F2C",48,47,44,"https://tracy-st.github.io/hks-political-buttons/images/14427132.jpg","President Ford","President","Republican",1976,
"14427132.jpg","map/images/14427132.jpg",0.37062072753906206,"#1D3AA4",29,58,164,"https://tracy-st.github.io/hks-political-buttons/images/14427132.jpg","President Ford","President","Republican",1976,
"14427132.jpg","map/images/14427132.jpg",0.028533935546875,"#778FBA",119,143,186,"https://tracy-st.github.io/hks-political-buttons/images/14427132.jpg","President Ford","President","Republican",1976,
"14427132.jpg","map/images/14427132.jpg",0.158798217773437,"#D9DEE2",217,222,226,"https://tracy-st.github.io/hks-political-buttons/images/14427132.jpg","President Ford","President","Republican",1976,
"14427133.jpg","map/images/14427133.jpg",0.111053466796875,"#292623",41,38,35,"https://tracy-st.github.io/hks-political-buttons/images/14427133.jpg","President Ford","President","Republican",1976,
"14427133.jpg","map/images/14427133.jpg",0.326568603515625,"#312F2C",49,47,44,"https://tracy-st.github.io/hks-political-buttons/images/14427133.jpg","President Ford","President","Republican",1976,
"14427133.jpg","map/images/14427133.jpg",0.358200073242187,"#B10E0A",177,14,10,"https://tracy-st.github.io/hks-political-buttons/images/14427133.jpg","President Ford","President","Republican",1976,
"14427133.jpg","map/images/14427133.jpg",0.05470275878906201,"#BC4F56",188,79,86,"https://tracy-st.github.io/hks-political-buttons/images/14427133.jpg","President Ford","President","Republican",1976,
"14427133.jpg","map/images/14427133.jpg",0.14947509765625,"#D5D5D6",213,213,214,"https://tracy-st.github.io/hks-political-buttons/images/14427133.jpg","President Ford","President","Republican",1976,
"14427134.jpg","map/images/14427134.jpg",0.4359130859375,"#2E2D2B",46,45,43,"https://tracy-st.github.io/hks-political-buttons/images/14427134.jpg","President Ford '76","President","Republican",1976,
"14427134.jpg","map/images/14427134.jpg",0.41865539550781206,"#19477F",25,71,127,"https://tracy-st.github.io/hks-political-buttons/images/14427134.jpg","President Ford '76","President","Republican",1976,
"14427134.jpg","map/images/14427134.jpg",0.070281982421875,"#506A95",80,106,149,"https://tracy-st.github.io/hks-political-buttons/images/14427134.jpg","President Ford '76","President","Republican",1976,
"14427134.jpg","map/images/14427134.jpg",0.031875610351562,"#8B98B5",139,152,181,"https://tracy-st.github.io/hks-political-buttons/images/14427134.jpg","President Ford '76","President","Republican",1976,
"14427134.jpg","map/images/14427134.jpg",0.04327392578125,"#E2DFDF",226,223,223,"https://tracy-st.github.io/hks-political-buttons/images/14427134.jpg","President Ford '76","President","Republican",1976,
"14427135.jpg","map/images/14427135.jpg",0.158401489257812,"#292724",41,39,36,"https://tracy-st.github.io/hks-political-buttons/images/14427135.jpg","Barney","Congress","Democrat",,
"14427135.jpg","map/images/14427135.jpg",0.266433715820312,"#312F2C",49,47,44,"https://tracy-st.github.io/hks-political-buttons/images/14427135.jpg","Barney","Congress","Democrat",,
"14427135.jpg","map/images/14427135.jpg",0.05677795410156201,"#2F468E",47,70,142,"https://tracy-st.github.io/hks-political-buttons/images/14427135.jpg","Barney","Congress","Democrat",,
"14427135.jpg","map/images/14427135.jpg",0.017562866210937,"#9193A1",145,147,161,"https://tracy-st.github.io/hks-political-buttons/images/14427135.jpg","Barney","Congress","Democrat",,
"14427135.jpg","map/images/14427135.jpg",0.500823974609375,"#E6E0DA",230,224,218,"https://tracy-st.github.io/hks-political-buttons/images/14427135.jpg","Barney","Congress","Democrat",,
"14427136.jpg","map/images/14427136.jpg",0.42982482910156206,"#2F2C28",47,44,40,"https://tracy-st.github.io/hks-political-buttons/images/14427136.jpg","Barney","Congress","Democrat",,
"14427136.jpg","map/images/14427136.jpg",0.05744934082031201,"#384A62",56,74,98,"https://tracy-st.github.io/hks-political-buttons/images/14427136.jpg","Barney","Congress","Democrat",,
"14427136.jpg","map/images/14427136.jpg",0.0186767578125,"#9D9173",157,145,115,"https://tracy-st.github.io/hks-political-buttons/images/14427136.jpg","Barney","Congress","Democrat",,
"14427136.jpg","map/images/14427136.jpg",0.38322448730468706,"#E7CD98",231,205,152,"https://tracy-st.github.io/hks-political-buttons/images/14427136.jpg","Barney","Congress","Democrat",,
"14427136.jpg","map/images/14427136.jpg",0.110824584960937,"#EFD8AA",239,216,170,"https://tracy-st.github.io/hks-political-buttons/images/14427136.jpg","Barney","Congress","Democrat",,
"14427137.jpg","map/images/14427137.jpg",0.18353271484375,"#2C2B29",44,43,41,"https://tracy-st.github.io/hks-political-buttons/images/14427137.jpg","Barney Frank","Congress","Democrat",,
"14427137.jpg","map/images/14427137.jpg",0.064041137695312,"#1F2698",31,38,152,"https://tracy-st.github.io/hks-political-buttons/images/14427137.jpg","Barney Frank","Congress","Democrat",,
"14427137.jpg","map/images/14427137.jpg",0.265548706054687,"#33322F",51,50,47,"https://tracy-st.github.io/hks-political-buttons/images/14427137.jpg","Barney Frank","Congress","Democrat",,
"14427137.jpg","map/images/14427137.jpg",0.021148681640625,"#8088B1",128,136,177,"https://tracy-st.github.io/hks-political-buttons/images/14427137.jpg","Barney Frank","Congress","Democrat",,
"14427137.jpg","map/images/14427137.jpg",0.46572875976562506,"#E1E3E8",225,227,232,"https://tracy-st.github.io/hks-political-buttons/images/14427137.jpg","Barney Frank","Congress","Democrat",,
