image_url,color_1,proportion_1,color_2,proportion_2,color_3,proportion_3,color_4,proportion_4,color_5,proportion_5
../images/14427377.jpg,#252320,0.2876666666666667,#a69b8e,0.03661111111111111,#645f58,0.059866666666666665,#33322e,0.30593333333333333,#e1d2be,0.3099222222222222
../images/14427378.jpg,#235bba,0.2587,#8aa0c4,0.03968888888888889,#312e2b,0.4066444444444444,#e3453c,0.027055555555555555,#e4dddf,0.2679111111111111
../images/14427376.jpg,#312e2b,0.38324444444444444,#e9e0d9,0.4161888888888889,#d71e32,0.07151111111111111,#204579,0.07845555555555556,#ae99a1,0.0506
../images/14427374.jpg,#302c29,0.3918333333333333,#e2dbd1,0.41794444444444445,#1e57ad,0.15287777777777778,#8aa2ba,0.0295,#88574d,0.007844444444444444
../images/14427382.jpg,#dbd5c5,0.32424444444444445,#302d2a,0.3857777777777778,#0ba96d,0.0918,#755d47,0.10536666666666666,#a4a895,0.09281111111111111
../images/14427381.jpg,#2a2b29,0.41078888888888887,#108aad,0.3773,#d7c6b1,0.1224,#bf8275,0.036677777777777774,#0c757b,0.052833333333333336
../images/14427384.jpg,#f5cd66,0.4382888888888889,#34302b,0.38793333333333335,#d12b1d,0.058388888888888886,#d88149,0.04062222222222222,#f8d586,0.07476666666666666
../images/14427386.jpg,#2f2e2b,0.41354444444444444,#e7e1d9,0.28042222222222224,#058b84,0.2357,#9dc3bf,0.03167777777777778,#44a29d,0.038655555555555554
../images/14427383.jpg,#332f2b,0.3991222222222222,#efc68d,0.45613333333333334,#b79c74,0.03482222222222222,#776448,0.027311111111111112,#16120e,0.08261111111111111
../images/14427385.jpg,#1ca4a6,0.04563333333333333,#33302e,0.4464666666666667,#ded7da,0.2984,#bea3c2,0.13554444444444444,#aab268,0.07395555555555555
../images/14427380.jpg,#302d2a,0.4051,#e8e0da,0.36966666666666664,#103b76,0.17842222222222223,#59768d,0.021066666666666668,#a7b0b7,0.025744444444444445
../images/14427387.jpg,#e9e1db,0.4481888888888889,#312e2b,0.3801555555555556,#614e84,0.09837777777777777,#beb4bf,0.03925555555555556,#8c7e9b,0.034022222222222225
../images/14427391.jpg,#e9e4e1,0.5306888888888889,#322f2c,0.3899666666666667,#1f268b,0.049444444444444444,#8d8ea9,0.02022222222222222,#ed6569,0.009677777777777778
