"filename","image_url","name","office","party","date_int","w_cm","color_name"
"102451780.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451780.jpg","Ask me about Bernie Sanders 2016",,,2016,,
"102451774.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451774.jpg","Kennedy",,,,,
"102451770.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451770.jpg","Reagan רייגין",,,,,
"102451768.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451768.jpg","Save The Planet ; Sanders 2016",,,2016,,
"102451764.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451764.jpg","Bernie is my Patronus",,,2016,,
"102451758.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451758.jpg","Fritz Busters [cartoon of Walter ""Fritz"" Mondale inside a prohibition sign]",,,,,
"102451754.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451754.jpg","Johnson Weld 2016",,,2016,,
"102451752.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451752.jpg","Bernie 2016",,,2016,,
"102451748.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451748.jpg","Gary Johnson for President",,,2016,,
"102451742.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451742.jpg","Live Free ; Gary Johnson 2016",,,2016,,
"102451738.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451738.jpg","Livable Wage ; Bernie 2016",,,2016,,
"102451736.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451736.jpg","Free Tuition ; Bernie 2016",,,2016,,
"102451732.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451732.jpg","Bernie Sanders Consistent since 1981",,,2016,,
"102451726.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451726.jpg","Sanders 2016 ; Not For Sale!",,,2016,,
"102451722.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451722.jpg","Bernie 2016",,,2016,,
"102451720.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451720.jpg","Reform Wallstreet Sanders 2016",,,2016,,
"102451716.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451716.jpg","Johnson Weld 2016",,,2016,,
"102451710.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451710.jpg","Political Revolution ; Sanders 2016",,,2016,,
"102451704.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451704.jpg","Live Free [Photograph of Gary Johnson]",,,2016,,
"102451700.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451700.jpg","Never Trump [Image of Monopoly Money Man character]",,,2016,,
"102451694.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451694.jpg","DAPL [Prohibition symbol]",,,,,
"102451690.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451690.jpg","Super PACs [Prohibition symbol]",,,,,
"102451688.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451688.jpg","Live Free",,,2016,,
"102451684.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451684.jpg","Vote Girlsworld - Holmes 1980 ; People Needs, Yes! Profits, No! ; Workers World Party Presidential Campaign",,,,,
"102451678.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451678.jpg","Local 509 Service Employees International Union",,,,,
"102451674.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451674.jpg","Will Strike If Provoked ; UFCW 1445",,,,,
"102451672.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451672.jpg","A New Start",,,,,
"102451668.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451668.jpg","Dotterman For Boston City Council-at-Large",,,,,
"102451662.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451662.jpg","No More Layoffs",,,,,
"102451658.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451658.jpg","A Womens Right To Choose ; NARAL National Abortion Rights Action League",,,,,
"102451656.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451656.jpg","They Say Cutback We say Fuck That",,,,,
"102451652.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451652.jpg","Vote No On The Antiabortion Referendum",,,,,
"102451646.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451646.jpg","41st U.S. President George Bush Inauguration Day January 20, 1989",,,1989,,
"102451642.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451642.jpg","4 More For 44 ; 2nd Inauguration January 21st 2013",,,2013,,
"102451640.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451640.jpg","I Am Big Labor",,,,,
"102451636.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451636.jpg","Republican National Convention New Orleans '88 August 15-18",,,1988,,
"102451630.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451630.jpg","Bill Campbell Mayor",,,,,
"102451626.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451626.jpg","Vote No On Questions 2,3,5",,,,,
"102451624.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451624.jpg","America Works Best When We Say... Union Yes",,,,,
"102451620.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451620.jpg","Love Is The Greatest",,,,,
"102451614.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451614.jpg","Save Our Communities Coalition ; Vote No On Question 9",,,,,
"102451610.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451610.jpg","Defend Abortion Rights!",,,,,
"102451608.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451608.jpg","SEIU ; Remembering and Rebuilding Together September 11 2001",,,,,
"102451604.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451604.jpg","War Is Not The Answer ; Sane/Freeze",,,,,
"102451598.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451598.jpg","Natalie Davis U.S.Senate",,,,,
"102451594.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451594.jpg","Curemos El Sida Ahora",,,,,
"102451592.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451592.jpg","[Rainbow v sign]",,,,,
"102451588.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451588.jpg","No 4&6 ; Mass AFL-CIO",,,,,
"102451584.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451584.jpg","Labor For Gore Lieberman 2000",,,2000,,
"102451580.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451580.jpg","Gang Peace",,,,,
"102451576.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451576.jpg","Dorchester I.W.D. 1983",,,1983,,
"102451572.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451572.jpg","It's Time We Made Smoking History.",,,,,
"102451566.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451566.jpg","No More Promises! Join 65 LRI- PBS for Real Security",,,,,
"102451562.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451562.jpg","Jackson in 84",,,1984,,
"102451560.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451560.jpg","Mel King for Mayor",,,,,
"102451556.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451556.jpg","Better Health For the Commonwealth ; Vote Yes 5",,,,,
"102451550.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451550.jpg","Liberty and Justice for All... No Exceptions ; Un-do 2",,,,,
"102451546.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451546.jpg","AFL-CIO For O'Brien",,,,,
"102451544.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451544.jpg","P9 ; The Struggle Continues ; Faneuil Hall Nov. 23",,,,,
"102451534.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451534.jpg","Boston Schools Work Because We Do",,,,,
"102451528.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451528.jpg","Women Of Steel ; United Steel Workers Of America",,,,,
"102451524.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451524.jpg","Linn Landraitis School Committee District 6 West Roxbury/ Jamaica Plain",,,,,
"102451518.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451518.jpg","It's A Man's World Unless Women Vote",,,,,
"102451514.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451514.jpg","Umass Unions United ; 1776/AFSCME 509/SEIU GEO/UAW ; USA/MTA MSP/ MTA",,,,,
"102451512.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451512.jpg","Our Choice '90 Evelyn Murphy",,,1990,,
"102451508.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451508.jpg","Access for All That's AFSCME's Goal",,,,,
"102451502.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451502.jpg","Many Faces... One Union ; GEO UAW",,,,,
"102451498.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451498.jpg","U.S.W.A. Demands Negotiate Now",,,,,
"102451496.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451496.jpg","Ralph Nader Vote Green 2000",,,2000,,
"102451492.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451492.jpg","Deval Patrick Governor Tim Murray LT. Governor ; Together We Can",,,,,
"102451486.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451486.jpg","Unite! Union of Needletrades Industrial And Textile Employess, AFL CIO CLC",,,,,
"102451482.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451482.jpg","Unity Unidad Unite USWA L. 8751",,,,,
"102451480.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451480.jpg","Reagan Bush",,,,,
"102451476.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451476.jpg","Stop Another Lynching Support Chuck NOW!",,,,,
"102451470.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451470.jpg","All We Want is a Contract ; S.E.I.U 254 Wanna-be GCFU-U Mass Lowell",,,,,
"102451466.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451466.jpg","National Rank & File Against Concessions",,,,,
"102451464.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451464.jpg","New Unity Coalition ; Boston Teachers Union",,,,,
"102451460.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451460.jpg","Keep The Union Drivers ; We Want Safety For the Children",,,,,
"102451454.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451454.jpg","Warren Tolman Governor",,,,,
"102451450.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451450.jpg","Election 2000 ; The New York Times",,,2000,,
"102451448.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451448.jpg","Environmentalists For Obama",,,2007,,
"102451444.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451444.jpg","Vote Mondale ; At least you might live to regret it",,,,,
"102451438.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451438.jpg","America Needs Single Payer Health Care CWA",,,,,
"102451434.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451434.jpg","Educators for Harshbarger ; MFT/AFT",,,,,
"102451432.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451432.jpg","Save the Children ; Dottie Stevens for Governor",,,,,
"102451428.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451428.jpg","Support Working Families Today! ; Mass AFL- CIO",,,,,
"102451418.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451418.jpg","Boston - Round - Up - 92",,,2000,,
"102451416.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451416.jpg","Dotterman",,,,,
"102451412.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451412.jpg","Gang Peace",,,,,
"102451402.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451402.jpg","Clinton Gore ; United Steelworkers of America AFL CIO CLC",,,,,
"102451400.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451400.jpg","Yo Quiero Al Gore 2000",,,2000,,
"102451396.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451396.jpg","Vote Si Nov.6 Por la Paz ; Campana De Referendum Sobre Centroamerica",,,,,
"102451390.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451390.jpg","Re-Elect McGuire Boston School Committee",,,,,
"102451386.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451386.jpg","Union Contract Now! ; Boston School Bus Drivers Local Of The United Steel Workers of America",,,,,
"102451384.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451384.jpg","United Steelworkers of America Local Union Safety & Health Representative",,,,,
"102451380.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451380.jpg","Danger: Educated Union Member",,,,,
"102451374.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451374.jpg","Alex Brown For Treasurer",,,,,
"102451370.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451370.jpg","Clinton Gore 96",,,1996,,
"102451368.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451368.jpg","Still Against The War ; U.S Out Of The Middle East",,,,,
"102451364.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451364.jpg","Fund The Contract",,,,,
"102451358.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451358.jpg","John Bartley State Representative",,,,,
"102451354.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451354.jpg","Kerry Edwards ; A Stronger America",,,,,
"102451348.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451348.jpg","Vote No Ques.#3 Nov.6th",,,,,
"102451342.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451342.jpg","Elect Eddie Jenkins Jr. Suffolk County District Attorney",,,,,
"102451338.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451338.jpg","Dorchester I.W.D. 1984 Making Herstory",,,1984,,
"102451336.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451336.jpg","No on 2",,,,,
"102451332.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451332.jpg","Local 615 SEIU Stronger Together",,,,,
"102451324.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451324.jpg","Fight For Respect Support the BTU",,,,,
"102451322.jpg","https://tracy-st.github.io/hks-political-buttons/images/102451322.jpg","Eddie Jenkins City Council City Wide",,,,,
"102396661.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396661.jpg","Boycott Grapes",,,,,
"102396651.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396651.jpg","President Helms '84 Right From The Start",,,1984,,
"102396647.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396647.jpg","Heretic",,,,,
"102396645.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396645.jpg","I am a Shameless Agitator",,,,,
"102396641.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396641.jpg","United Sisterhood of Carpenters & Joiners of America",,,,,
"102396635.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396635.jpg","Marjorie O'Neil Clapprood '90 Lieutenant Governor",,,1990,,
"102396631.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396631.jpg","You gotta have Art",,,,,
"102396629.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396629.jpg","Steward ; American Federation of State, County & Municipal Employees ; AFL-CIO",,,,,
"102396625.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396625.jpg","George Bush for President",,,,,
"102396619.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396619.jpg","War [Prohibition symbol]",,,,,
"102396615.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396615.jpg","Vote USWA ; United Steelworkers Of America",,,,,
"102396613.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396613.jpg","Lieberman US Senate",,,,,
"102396609.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396609.jpg","For Hart From The Re-Start",,,,,
"102396603.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396603.jpg","Festival Of Peoples Festival Etnico ; June 9 Hennigan School",,,,,
"102396599.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396599.jpg","Use Me [Image of a hand removing a condom from a packet]",,,,,
"102396597.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396597.jpg","1-800-Leahy '86",,,1986,,
"102396587.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396587.jpg","A Woman's Place is in Her Union ; United Steelworkers of America ; AFL CLIO CLC ; Local 717",,,,,
"102396583.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396583.jpg","National Steering Committee Meeting February 5-7 1993 ; The 1993 March on Washington for Lesbian, Gay and Bi Equal Rights and Liberation April 25",,,,,
"102396581.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396581.jpg","Jamaica Plain no está a la venta ; Vida Urbana",,,,,
"102396577.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396577.jpg","Vote Nader & LaDuke",,,,,
"102396571.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396571.jpg","These Are Our Schools",,,,,
"102396567.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396567.jpg","Jamaica Plain Green-Lite Luz Verde",,,,,
"102396561.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396561.jpg","Vote Janet Royston For a Change",,,,,
"102396555.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396555.jpg","Save Your Ugly Face! Buckle Up",,,,,
"102396551.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396551.jpg","Canned Food Drive we CAN do it ""I Did"" Contract '91",,,1991,,
"102396549.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396549.jpg","GA, Spirit ; mcc/boston",,,,,
"102396545.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396545.jpg","Mass PIRG",,,,,
"102396539.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396539.jpg","Don't Be An [Image of a Donkey] Vote For Dewey",,,,,
"102396535.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396535.jpg","BU Be United Twice as Strong ; District 65/UAW",,,,,
"102396533.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396533.jpg","Win With Rockefelller For President",,,,,
"102396529.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396529.jpg","New Hampshire's Favorite ; Dukakis 1988",,,1988,,
"102396523.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396523.jpg","SEIU Yes",,,,,
"102396519.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396519.jpg","Hospital Workers = Quality Care",,,,,
"102396513.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396513.jpg","MIA Missing or Prisoner",,,,,
"102396507.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396507.jpg","People Before Profits ; Polly Halfkenny City Council",,,,,
"102396503.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396503.jpg","Local 26 Justicia Justice Justica",,,,,
"102396497.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396497.jpg","We stand with Cindy",,,,,
"102396491.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396491.jpg","U.S. Troops Out Of The Middle East",,,,,
"102396485.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396485.jpg","For Youth's Right To Earn Learn & Live ; YWLL",,,,,
"102396481.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396481.jpg","Záppenin'",,,,,
"102396479.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396479.jpg","Coalition For Basic Human Needs",,,,,
"102396475.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396475.jpg","Faith & Family MMOW [Prohibition sign] ; Hell no! I Won't go!",,,,,
"102396469.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396469.jpg","Saints",,,,,
"102396465.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396465.jpg","Clerical Technical Union District 65 Boston University",,,,,
"102396463.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396463.jpg","Attica Is All of Us",,,,,
"102396459.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396459.jpg","Hospital Workers Local 767 ; We Strike From Within",,,,,
"102396453.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396453.jpg","Vote No on #2",,,,,
"102396449.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396449.jpg","Experience Counts Elect Gerald R. Ford in '76",,,1976,,
"102396447.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396447.jpg","Welcome Home Nelson Mandela ; Forward To Freedom",,,,,
"102396437.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396437.jpg","Henry Allen School Committee West Roxbury Jamaica Plain",,,,,
"102396433.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396433.jpg","NO 3",,,,,
"102396431.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396431.jpg","Count me for Carl.",,,,,
"102396427.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396427.jpg","Spring Susan Saxe",,,,,
"102396421.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396421.jpg","With all Beings and all things We Shal be as Relatives Sioux",,,,,
"102396411.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396411.jpg","Educate Our Children ; These Are Our Schools",,,,,
"102396405.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396405.jpg","509 It's About Time!",,,,,
"102396399.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396399.jpg","Coalition For Basic Human Needs",,,,,
"102396395.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396395.jpg","Daley For President",,,,,
"102396389.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396389.jpg","Madeleine '86",,,1986,,
"102396383.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396383.jpg","From All Walks Of Life ; June 4 1989 Boston",,,,,
"102396379.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396379.jpg","Fight Racism Fight Rape",,,,,
"102396377.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396377.jpg","Jesse Jackson '88",,,1988,,
"102396367.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396367.jpg","Violence is the last refuge of the incompetent",,,,,
"102396363.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396363.jpg","Thanks For Not Smoking",,,,,
"102396361.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396361.jpg","Con Unión Se Vive Mejor",,,,,
"102396357.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396357.jpg","SEIU Local 285 Massachusetts",,,,,
"102396345.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396345.jpg","United We Stand ; Local 76 SEIU",,,,,
"102396341.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396341.jpg","John Lindsay U.S Senate",,,,,
"102396335.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396335.jpg","Men Use Condoms Or Beat It",,,,,
"102396331.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396331.jpg","Be a Survivor not a victim",,,,,
"102396329.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396329.jpg","Stop The Occupation!",,,,,
"102396325.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396325.jpg","Shotts",,,,,
"102396319.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396319.jpg","Chris Sununu Governor",,,2020,,
"102396315.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396315.jpg","Bellmon",,,,,
"102396313.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396313.jpg","Daniel Gade U.S. Senate",,,2020,,
"102396309.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396309.jpg","Kennedy",,,,,
"102396303.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396303.jpg","Jeff Gorman For Congress",,,2020,,
"102396299.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396299.jpg","Dana Barrett For Congress",,,2020,,
"102396297.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396297.jpg","Ross Congress 2020 ; We're Better Together",,,2020,,
"102396293.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396293.jpg","All In For Warren",,,2020,,
"102396287.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396287.jpg","Tom 2020",,,2020,,
"102396283.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396283.jpg","People Over Politics",,,2020,,
"102396281.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396281.jpg","Tom 2020",,,2020,,
"102396277.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396277.jpg","Warren",,,2020,,
"102396271.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396271.jpg","Re-Elect Nadler Gravel For Congress He's On Our Side",,,,,
"102396267.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396267.jpg","John Delaney For President 2020",,,2020,,
"102396265.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396265.jpg","Peace For America and The World ; Gravel 2020",,,2020,,
"102396261.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396261.jpg","Congressman Jerry Nadler ; Nadler For Congress",,,2020,,
"102396255.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396255.jpg","Andrew Romanoff For Senate",,,2020,,
"102396251.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396251.jpg","Gravel 2020",,,2020,,
"102396247.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396247.jpg","Foxx U.S. Congress",,,2020,,
"102396243.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396243.jpg","Lummis ; Conservative for U.S. Senate ; All Wyoming All The Time",,,2020,,
"102396237.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396237.jpg","Adios Trump ; Julian 2020",,,2020,,
"102396231.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396231.jpg","Margaret Streicker US Congress Connecticut",,,2020,,
"102396227.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396227.jpg","Devin Nunes U.S. Congress",,,2020,,
"102396225.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396225.jpg","Donald Rainwater For Governor",,,2020,,
"102396221.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396221.jpg","2020 Trump Pence Keep America Great!",,,2020,,
"102396215.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396215.jpg","Biden President",,,2020,,
"102396211.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396211.jpg","Mike Bloomberg 2020",,,2020,,
"102396209.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396209.jpg","Kate Bolz for Congress",,,2020,,
"102396205.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396205.jpg","Jamie Castle 2020 ; For Congress For the People",,,2020,,
"102396199.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396199.jpg","Carl Demaio For Congress",,,2020,,
"102396195.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396195.jpg","Joyce Elliott For Congress",,,2020,,
"102396193.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396193.jpg","Ed Markey Senate",,,2020,,
"102396189.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396189.jpg","Cory 2020",,,2020,,
"102396183.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396183.jpg","No More Hiroshimas No More Harrisburgs",,,2020,,
"102396179.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396179.jpg","Veronica ; Democrat For Congress",,,2020,,
"102396177.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396177.jpg","Can't Wait",,,2020,,
"102396173.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396173.jpg","Renee Hoyos For Congress",,,2020,,
"102396167.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396167.jpg","Julian Cartro ; One Nation. One Destiny.",,,2020,,
"102396163.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396163.jpg","Pat Timmons-Goodson NC-08",,,2020,,
"102396161.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396161.jpg","Women For Espy ; U.S. Senate Mississippi",,,2020,,
"102396157.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396157.jpg","Bennet For America",,,2020,,
"102396153.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396153.jpg","[Picture of Joe Biden wearing sunglasses]",,,2020,,
"102396149.jpg","https://tracy-st.github.io/hks-political-buttons/images/102396149.jpg","Loren Culp For Governor ®",,,2020,,
