"filename","image_url","name","office","party","date_int","w_cm","color_name"
"14550024.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550024.jpg","Johnson for President","President","Democrat",,18,"black"
"14550023.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550023.jpg","WHIP",,,,16.2,"pink"
"14550022.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550022.jpg","The Man For All Reasons",,,,8,"gray"
"14550021.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550021.jpg","Guest: 14th Convention Massachusetts State Labor Council AFL-CIO Boston, MA",,,1971,11.1,"black"
"14550020.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550020.jpg","Volpe","Governor","Republican",,10,"black"
"14550019.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550019.jpg","Sidd for Treasurer","Treasurer","Democrat",1977,31.2,"pink"
"14550018.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550018.jpg","For Selectman Myerson","Selectman",,,22.9,"white"
"14550017.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550017.jpg","Congressman Vincent A. LoPresti","Congress","Democrat",1976,15.3,"gray"
"14550016.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550016.jpg","Pete diCicco, Paul Quirk, Don Soule, Nick Roussos","President of MA state labor council","Democrat",1979,6.3,"pink"
"14550015.jpg","https://tracy-st.github.io/hks-political-buttons/images/14550015.jpg","Crane for President The Early Bird","President","Republican",1978,10,"black"
"14452448.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452448.jpg","Let us continue ... Johnson-Humphrey","President","Democrat",,,"black"
"14452447.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452447.jpg","1 of a kind",,,,,"gray"
"14452446.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452446.jpg","Gene's the one in '81",,,1981,,"pink"
"14452445.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452445.jpg","If I were 21 I'd vote for Kennedy",,,1960,,"gray"
"14452444.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452444.jpg","I've registered Have you?",,,,,"black"
"14452442.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452442.jpg","The Future is Education I'm mta",,,,7,"black"
"14452441.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452441.jpg","Suppose they gave a war â¦and nobody came",,,,7.8,"black"
"14452440.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452440.jpg","Support Public Education Reading, Writing, not Rhetoric! Mta",,,,6.4,"black"
"14452439.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452439.jpg","Pro Life is many issues",,,,5.8,"black"
"14452438.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452438.jpg","Please Don't Fly New York Air",,,,5.5,"black"
"14452437.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452437.jpg","Permanent Friends No Common Cause Permanent Enemies No Common Cause",,,,6.5,"black"
"14452436.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452436.jpg","PEACE is a Woman's Issue",,,,6.5,"black"
"14452435.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452435.jpg","No on One",,,,5.6,"black"
"14452434.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452434.jpg","nea era '82",,,1982,6,"black"
"14452433.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452433.jpg","March for Jobs Feb. 18 Washington D.C.",,,,5.5,"black"
"14452432.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452432.jpg","Man's cartoon face",,,,5.8,"pink"
"14452431.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452431.jpg","Make It In Massachusetts",,,,5.5,"gray"
"14452430.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452430.jpg","Let's Stop Paying the Fat Cat's Share. Vote ""Yes"" on Question 6.",,,,5.7,"pink"
"14452429.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452429.jpg","League of Women Voters Debate 82",,,1982,9,"gray"
"14452428.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452428.jpg","JERI",,,,6.5,"black"
"14452427.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452427.jpg","Jay",,,,5.5,"black"
"14452426.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452426.jpg","Jan 20 '73 (dove)",,,1973,5.7,"gray"
"14452425.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452425.jpg","I'm for jobs & justice Massachusetts AFL-CIO",,,,7.6,"white"
"14452424.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452424.jpg","I'm for jobs & justice Massachusetts AFL-CIO",,,,5.6,"black"
"14452423.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452423.jpg","I'm an S.O.B. Ask me why",,,,6.5,"black"
"14452422.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452422.jpg","I vote environment!",,,,7.6,"black"
"14452421.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452421.jpg","I support the Acorn commission",,,,6,"black"
"14452420.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452420.jpg","I support Full Funding for IDEA",,,,5.9,"black"
"14452419.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452419.jpg","I support Compac United Workers of America",,,,5.8,"blue"
"14452418.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452418.jpg","I kicked up my Heels in Atlanta (picture of donkey)",,"Democrat",,6.5,"black"
"14452417.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452417.jpg","I get a kick out of The Rendon Report Democratic State Convention April 9, 1983",,"Democrat",,5.6,"pink"
"14452416.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452416.jpg","How many more Hiroshimas before we understand?",,,,5.8,"pink"
"14452415.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452415.jpg","Go With Mike on ballot 2",,,,7.3,"pink"
"14452414.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452414.jpg","Fuck Nukes",,,,6,"gray"
"14452413.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452413.jpg","ERA Yes",,,,8,"green"
"14452412.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452412.jpg","Elect COAL in '80",,,1980,6.5,"pink"
"14452411.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452411.jpg","Boston College Women's Caucus 1985 Legislature",,,1985,6,"gray"
"14452410.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452410.jpg","Lew Weinstein for U.S. Congress","Congress",,1980,9,"black"
"14452409.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452409.jpg","Elizabeth Warren for Senate","Senate","Democrat",2012,7.6,"gray"
"14452408.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452408.jpg","Win With Wallace Washington D.C.","President","Democrat",,9,"black"
"14452407.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452407.jpg","Wallace for President in '68 Law Order","President","Democrat",1968,9,"gray"
"14452406.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452406.jpg","Wallace for President","President","Democrat",,7.5,"gray"
"14452405.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452405.jpg","Vote Leo J. Turo Governors Council","Governor's council","Democrat",1976,6.5,"black"
"14452404.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452404.jpg","Tribbitt the Democrat for Governor","Governor","Democrat",1972,5,"black"
"14452403.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452403.jpg","Kathleen Townsend for Congress","Congress","Democrat",1986,6,"black"
"14452400.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452400.jpg","Vote Straight Democratic Stevenson: Make it Emphatic",,"Democrat",1950,6,"gray"
"14452399.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452399.jpg","vote war into peace Sommaripa U.S. Senate '72","Senate","Democrat",1972,3.1,"brown"
"14452398.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452398.jpg","Jim Shannon U.S. Senate","Senate","Democrat",1984,7.6,"black"
"14452397.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452397.jpg","Jim Shannon Attorney General","Attorney General","Democrat",1986,6.4,"black"
"14452396.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452396.jpg","Margaret Sanger 1879-1979 ""No Woman Can Call Herself Free Who Does Not Control Her Own Body""",,,,8,"black"
"14452395.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452395.jpg","Sam Rotondi Lt. Governor","Lieutenant Governor","Democrat",1982,7.9,"black"
"14452394.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452394.jpg","Bill Robinson Governor","Governor","Republican",1982,4.4,"brown"
"14452393.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452393.jpg","Rizzo Congress 5th District","Congress","Republican",1980,6.5,"gray"
"14452392.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452392.jpg","Keynote Speaker Ann W. Richards 1988 DNC",,"Democrat",1988,7.5,"pink"
"14452391.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452391.jpg","Start Packing Nancy the Democrats are Coming!","President","Republican",1984,7.5,"black"
"14452390.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452390.jpg","Together A New Beginning Reagan-Bush '80","President","Republican",1980,7.6,"pink"
"14452389.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452389.jpg","This Iowan wants Reagan-Bush '80","President","Republican",1980,7.6,"black"
"14452388.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452388.jpg","The people's choice January 20, 1981 (Reagan)","President","Republican",1981,7.6,"black"
"14452387.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452387.jpg","Debbianne Prussman","State Representative","Democrat",1984,6.5,"pink"
"14452386.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452386.jpg","Sharon Pollard '82",,"Democrat",1982,5.6,"black"
"14452385.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452385.jpg","Lois Pines Lt. Governor","Lieutenant Governor",,1982,5.45,"green"
"14452384.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452384.jpg","Atty. Philip J. Philbin Clerk of Courts","Court Clerk","Democrat",,5.5,"black"
"14452383.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452383.jpg","Jane Perkins State Senate","State Senate",,,7.5,"black"
"14452382.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452382.jpg","No Ordinary Leader Deval Patrick Democrat for Governor devalpatrick.com","Governor","Democrat",2006,5.6,"black"
"14452381.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452381.jpg","No Ordinary Leader Deval Patrick Democrat for Governor devalpatrick.com","Governor","Democrat",2006,5.9,"gray"
"14452380.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452380.jpg","Pags for Senate","Senate","Democrat",2009,5.6,"black"
"14452379.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452379.jpg","Marjorie O'Neill Clapprood '90","Lieutenant Governor","Democrat",1990,5.6,"pink"
"14452378.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452378.jpg","I'm with O'Donnell for governor","Governor","Democrat",1966,5.5,"gray"
"14452377.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452377.jpg","I (Heart) Ward 2 Compliments of Kathleen O' Donnell","Harvard University alumna",,,5.6,"gray"
"14452376.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452376.jpg","Vote John D. O' Bryant Boston School Committee","School Committee",,,5.7,"orange"
"14452375.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452375.jpg","Obama for President","President","Democrat",2008,7.9,"gray"
"14452374.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452374.jpg","Obama Biden www.barackobama.com","President","Democrat",2008,5.6,"black"
"14452373.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452373.jpg","Vote Novakoff Selectman","Selectman",,,5.7,"black"
"14452372.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452372.jpg","Now more than ever.","President","Republican",1972,7.6,"white"
"14452370.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452370.jpg","Nixon's the one!","President","Republican",1968,6.4,"pink"
"14452368.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452368.jpg","Pat for First Lady","First Lady","Republican",1968,8.8,"orange"
"14452367.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452367.jpg","Lou Nickinello Lt. Governor","Lieutenant Governor","Democrat",1982,7,"black"
"14452366.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452366.jpg","Draft Muskie","President","Democrat",1968,7.5,"brown"
"14452365.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452365.jpg","North Carolina Inauguration Delegation Senator Robert Morgan Host January 20, 1977","Senate","Democrat",1977,7.6,"purple"
"14452364.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452364.jpg","Mondale for jobs, jobs for Mondale","President","Democrat",1984,7.5,"pink"
"14452363.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452363.jpg","Mondale Ferraro The Team for America's Future","President","Democrat",1984,5.5,"black"
"14452362.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452362.jpg","American needs new leadership: Mondale-Ferraro 1984","President","Democrat",1984,8,"pink"
"14452361.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452361.jpg","McGovern Shriver Volunteer","President","Democrat",1972,7.5,"pink"
"14452360.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452360.jpg","McGovern for President in '72","President","Democrat",1972,8.8,"black"
"14452359.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452359.jpg","McGovern","President","Democrat",1972,7.7,"orange"
"14452358.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452358.jpg","McGovern","President","Democrat",1972,7.6,"gray"
"14452357.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452357.jpg","Come Home America McGovern Shriver","President","Democrat",1972,8.8,"pink"
"14452356.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452356.jpg","McCormack Can Win",,,1962,10.2,"gray"
"14452355.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452355.jpg","Gene McCarthy for president in '68",,,1968,9,"black"
"14452354.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452354.jpg","1974 Dave Lionett",,,1974,6.5,"gray"
"14452353.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452353.jpg","Kerry Edwards A Stronger America",,"Democrat",2004,6.8,"purple"
"14452352.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452352.jpg","John Kerry For U.S. Senate","Senate","Democrat",1984,7.9,"black"
"14452351.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452351.jpg","Re-elect Senator ""Ted"" Kennedy","Senate","Democrat",,5.5,"black"
"14452350.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452350.jpg","I'm for Kennedy '80 (Maryland)","President","Democrat",1980,5.9,"pink"
"14452349.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452349.jpg","84 Kennedy The Work Goes Onâ¦The Cause Enduresâ¦","President","Democrat",1984,7.6,"pink"
"14452348.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452348.jpg","Vote for our next President Robert F. Kennedy","President","Democrat",1968,8.7,"pink"
"14452347.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452347.jpg","If I Were 21 I'd vote for ""Bobby"" Kennedy","President","Democrat",1968,9,"pink"
"14452346.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452346.jpg","For President Robert F. Kennedy","President","Democrat",1968,8.7,"gray"
"14452343.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452343.jpg","John F. Kennedy: The Man For The 60's","President","Democrat",1960,6,"black"
"14452342.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452342.jpg","If I were 21 I'd vote for Kennedy","President","Democrat",1960,8.8,"pink"
"14452341.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452341.jpg","Oak Older Americans for Kennedy","Democrat",,,6.3,"black"
"14452340.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452340.jpg","Susan Kadish for Rep.","Representative",,,7.4,"brown"
"14452339.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452339.jpg","Lady Bird Start Packing The Nixon's are coming","First Lady","Republican",1968,9,"pink"
"14452337.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452337.jpg","LBJ for the U.S.A. (with alternating photo)","President","Democrat",1964,7.5,"black"
"14452335.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452335.jpg","Johnson Humphrey for '64","President","Democrat",1964,9,"black"
"14452334.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452334.jpg","All the Way With LBJ 1964","President","Democrat",1964,8.8,"pink"
"14452333.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452333.jpg","Re-elect Jarabek School Committee","School Committee",,,8,"brown"
"14452332.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452332.jpg","Jackson Means Jobs","President","Democrat",1976,7.4,"black"
"14452331.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452331.jpg","Jackson means Jobs","President","Democrat",1976,7.7,"black"
"14452330.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452330.jpg","Hyatt Governor","Governor",,,6.5,"gray"
"14452327.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452327.jpg","Humphrey/Muskie","President","Democrat",1968,0.62,"gray"
"14452326.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452326.jpg","Humphrey for President","President","Democrat",1968,8.8,"black"
"14452325.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452325.jpg","Howell Robb Lane","Governor",,1977,6.5,"pink"
"14452324.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452324.jpg","Frank Hatch governor","Governor","Republican",1978,9,"black"
"14452323.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452323.jpg","Hart 1984 (American flag and eagle)","President","Democrat",1984,6,"black"
"14452322.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452322.jpg","Scott Harshbarger '90","District Attorney","Democrat",1990,6.5,"black"
"14452321.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452321.jpg","Goldwater Miller","President","Republican",1964,5.6,"black"
"14452320.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452320.jpg","Goldwater in '64","President","Republican",1964,9,"black"
"14452319.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452319.jpg","(Insert Name) Says Go Goldwater","President","Republican",1964,7,"black"
"14452318.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452318.jpg","In your heart, you know he's right!","President","Republican",1964,9,"black"
"14452317.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452317.jpg","Rudy '08","President","Republican",2008,7.9,"black"
"14452316.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452316.jpg","Re-elect Pat Geary National Board","National Board",,,6.5,"black"
"14452315.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452315.jpg","Fight Crime! Elect Garelik! City Council President","City Council",,1970,6.4,"black"
"14452314.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452314.jpg","Let's Go With Furcolo For Governor","Governor","Democrat",1956,6.4,"black"
"14452311.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452311.jpg","For the city of neighborhoods, Finnegan, a neighborhood mayor","Mayor",,1979,5,"black"
"14452310.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452310.jpg","Fallon",,,,6.5,"black"
"14452309.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452309.jpg","Move Over Ron & Nancy, Here Come Mike & Kitty","President","Democrat",1988,9,"pink"
"14452308.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452308.jpg","Dukakis Bentsen","President","Democrat",1988,9,"black"
"14452307.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452307.jpg","Dukakis '88","President","Democrat",1988,5.5,"black"
"14452306.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452306.jpg","America's 1st Family Mike & Kitty Dukakis","President","Democrat",1988,7.5,"black"
"14452305.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452305.jpg","A New Beginning in'88 Dukakis-Bentsen","President","Democrat",1988,7.5,"black"
"14452304.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452304.jpg","1988 Michael Kitty (Dukakis)","President","Democrat",1988,9,"black"
"14452303.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452303.jpg","I Like Donahue","State Senate","Democrat",1950,8.8,"gray"
"14452302.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452302.jpg","Donahue he doesn't smile","State Senate","Democrat",1950,8.9,"black"
"14452301.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452301.jpg","Joe DeNucci State Auditor","State Auditor","Democrat",1986,8,"orange"
"14452300.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452300.jpg","The DeGeorge Slate",,,,6.5,"black"
"14452299.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452299.jpg","Vic Crawford for U.S. Senator","Senate",,1960,6.8,"gray"
"14452298.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452298.jpg","Cowin Attorney General","Attorney General",,1974,7.5,"black"
"14452297.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452297.jpg","Mike Connolly U.S. Senate","Senate",,,5.5,"brown"
"14452296.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452296.jpg","Free the Democratic 20,000,000","President","Democrat",1976,8.8,"black"
"14452295.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452295.jpg","Leaders, for a Change Jimmy Carter-Walter Mondale","President","Democrat",1976,8.8,"black"
"14452294.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452294.jpg","J C Can Save America (Carter)","President","Democrat",1976,8.8,"black"
"14452293.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452293.jpg","I'm nuts about Jimmy","President","Democrat",,6.4,"pink"
"14452292.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452292.jpg","Dump Carter in '80","President","Democrat",1980,7.6,"black"
"14452291.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452291.jpg","Carter Mondale","President","Democrat",,5.9,"gray"
"14452289.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452289.jpg","Carter Mondale","President","Democrat",,6.4,"gray"
"14452287.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452287.jpg","Carter","President","Democrat",,7.1,"black"
"14452286.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452286.jpg","A Winning Team America Needs Them (pictures of Carter and Mondale)","President","Democrat",1976,7.7,"black"
"14452284.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452284.jpg","A New Vision for America Jimmy Carter","President","Democrat",1976,6.4,"black"
"14452282.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452282.jpg","48th Inauguration Jan 20 1977 Carter and Mondale","President","Democrat",1977,7,"black"
"14452281.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452281.jpg","Vote Carbone Governor","Governor","Republican",1982,5.6,"black"
"14452280.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452280.jpg","Mike Capuano Democrat for US Senate","Senate","Democrat",2010,,
"14452279.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452279.jpg","Byron Rushing for Representative","Congress","Democrat",1978,,
"14452278.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452278.jpg","Where was George?",,,1992,5.8,"pink"
"14452277.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452277.jpg","Think about George Bush.","President",,1988,7.5,"purple"
"14452276.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452276.jpg","Just say no (picture of Bush)","President",,1992,5.5,"black"
"14452275.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452275.jpg","George Bush for president in '80","President",,1980,8.8,"black"
"14452274.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452274.jpg","Bush for President","President",,1988,6.4,"gray"
"14452273.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452273.jpg","Ron Burton Secretary of State","Secretary of State",,1970,5.5,"black"
"14452272.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452272.jpg","Buckley Congress","Congress","Republican",1978,5.6,"black"
"14452271.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452271.jpg","Brune Mayor","Mayor","Democrat",1980,5.6,"black"
"14452270.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452270.jpg","Abby Browne","School Committee",,1983,6,"pink"
"14452269.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452269.jpg","Brown for President","President","Democrat",1976,5.5,"black"
"14452268.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452268.jpg","Brown for President","President","Democrat",1976,5.5,"black"
"14452267.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452267.jpg","Ed Brooke for Vice President","Vice President","Republican",1966,5.7,"pink"
"14452266.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452266.jpg","Brooke United States Senator: A creative Republican","Senate","Republican",1966,7.7,"pink"
"14452265.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452265.jpg","Brooke U.S. Senator","Senate","Republican",1966,5.5,"black"
"14452264.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452264.jpg","Berry State Senator","State Senate","Democrat",1982,5.4,"black"
"14452263.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452263.jpg","Francis X. Bellotti Governor","Governor","Democrat",,5.5,"pink"
"14452262.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452262.jpg","pa control births not Baird","Senate","Independent",1970,7,"black"
"14452261.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452261.jpg","Gov. Jerry Apodaca New Mexico for Vice-President","Vice President","Democrat",,6.5,"black"
"14452260.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452260.jpg","Iowans Support Anderson-Lucey 1980","President","Independent",1980,7.5,"pink"
"14452259.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452259.jpg","Anderson An Independent Leader for America","President","Independent",1980,4,"gray"
"14452258.jpg","https://tracy-st.github.io/hks-political-buttons/images/14452258.jpg","Tom Anderson for U.S. Senate","Senate",,,7.5,"black"
"14445261.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445261.jpg","Lyndon B Johnson for President","President","Democrat",,,"gray"
"14445260.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445260.jpg","Johnson for President","President","Democrat",,,"black"
"14445259.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445259.jpg","Republican",,"Republican",,,"gray"
"14445258.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445258.jpg","I'm voting Democratic on Nov. 5th",,"Democrat",,,"pink"
"14445257.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445257.jpg","Humphrey Muskie",,,,,"purple"
"14445256.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445256.jpg","I like Glenn, don't you?",,,,,"green"
"14445255.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445255.jpg","Dewey","President","Republican",1944,,"black"
"14445254.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445254.jpg","Zionism Yes Racism No",,,,5.5,"pink"
"14445253.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445253.jpg","You Fight & Die But Can't Vote At 18",,,,3.7,"black"
"14445252.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445252.jpg","Yes Pittsfield",,,,5.5,"pink"
"14445251.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445251.jpg","Wyoming",,,,2,"black"
"14445250.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445250.jpg","Work for Peace (dove with plant)",,,,3.7,"gray"
"14445249.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445249.jpg","Work for Peace October 15 [picture of dove with plant]",,,,3.7,"pink"
