iiifid,libraryId,frequency,Hex,R,G,B,name,earliest_date,latest_date,wcm,dim2cm,dim3cm,person,party,location,office
502297764,105789396,0.4585113525,#161514,22,21,20,Against Apatheid ,,,3.8,,,,,,
502297764,105789396,0.3433532715,#212120,33,33,32,Against Apatheid ,,,3.8,,,,,,
502297764,105789396,0.07536315918,#979280,151,146,128,Against Apatheid ,,,3.8,,,,,,
502297764,105789396,0.07180786133,#ADA794,173,167,148,Against Apatheid ,,,3.8,,,,,,
502297764,105789396,0.05096435547,#4F4C46,79,76,70,Against Apatheid ,,,3.8,,,,,,
502297761,105789394,0.5476074219,#16374F,22,55,79,Safe Energy ; The Answer is Blowing in the Wind,,,4.4,,,,,,
502297761,105789394,0.2671966553,#1F1F1F,31,31,31,Safe Energy ; The Answer is Blowing in the Wind,,,4.4,,,,,,
502297761,105789394,0.0867767334,#B49B1D,180,155,29,Safe Energy ; The Answer is Blowing in the Wind,,,4.4,,,,,,
502297761,105789394,0.07124328613,#435665,67,86,101,Safe Energy ; The Answer is Blowing in the Wind,,,4.4,,,,,,
502297761,105789394,0.02717590332,#706E35,112,110,53,Safe Energy ; The Answer is Blowing in the Wind,,,4.4,,,,,,
502297758,105789392,0.3656921387,#9A2D51,154,45,81,[Peace Dove],,,2.5,,,,,,
502297758,105789392,0.2978973389,#232020,35,32,32,[Peace Dove],,,2.5,,,,,,
502297758,105789392,0.2184448242,#A39387,163,147,135,[Peace Dove],,,2.5,,,,,,
502297758,105789392,0.08512878418,#B25D6F,178,93,111,[Peace Dove],,,2.5,,,,,,
502297758,105789392,0.03283691406,#5B323B,91,50,59,[Peace Dove],,,2.5,,,,,,
502297755,105789390,0.5130615234,#CAAE43,202,174,67,Je T'apporter une Espérance (I Bring You A Hope),,,5.6,,,,,,
502297755,105789390,0.2574005127,#21201E,33,32,30,Je T'apporter une Espérance (I Bring You A Hope),,,5.6,,,,,,
502297755,105789390,0.1578674316,#DFC463,223,196,99,Je T'apporter une Espérance (I Bring You A Hope),,,5.6,,,,,,
502297755,105789390,0.04653930664,#2E662C,46,102,44,Je T'apporter une Espérance (I Bring You A Hope),,,5.6,,,,,,
502297755,105789390,0.02513122559,#7E883A,126,136,58,Je T'apporter une Espérance (I Bring You A Hope),,,5.6,,,,,,
502297752,105789388,0.3310852051,#CBC6BD,203,198,189,I'm a Canadian Youth for Peace,,,5.6,,,,,,
502297752,105789388,0.2586669922,#212121,33,33,33,I'm a Canadian Youth for Peace,,,5.6,,,,,,
502297752,105789388,0.1712188721,#403C37,64,60,55,I'm a Canadian Youth for Peace,,,5.6,,,,,,
502297752,105789388,0.1200256348,#83695E,131,105,94,I'm a Canadian Youth for Peace,,,5.6,,,,,,
502297752,105789388,0.1190032959,#A69588,166,149,136,I'm a Canadian Youth for Peace,,,5.6,,,,,,
502297749,105789386,0.3368682861,#3C4582,60,69,130,Against War,,,5.7,,,,,,
502297749,105789386,0.2944793701,#C9C7C3,201,199,195,Against War,,,5.7,,,,,,
502297749,105789386,0.2832794189,#212121,33,33,33,Against War,,,5.7,,,,,,
502297749,105789386,0.06178283691,#E4723B,228,114,59,Against War,,,5.7,,,,,,
502297749,105789386,0.02359008789,#0E0C10,14,12,16,Against War,,,5.7,,,,,,
502297746,105789384,0.5560913086,#272421,39,36,33,Nej Til Neutronbomben ; Fredscentret Giro (No to the Neutron Bomb ;  Giro Peace Center),,,3.8,,,,,,
502297746,105789384,0.1684112549,#A7A08F,167,160,143,Nej Til Neutronbomben ; Fredscentret Giro (No to the Neutron Bomb ;  Giro Peace Center),,,3.8,,,,,,
502297746,105789384,0.1580810547,#BFB8A6,191,184,166,Nej Til Neutronbomben ; Fredscentret Giro (No to the Neutron Bomb ;  Giro Peace Center),,,3.8,,,,,,
502297746,105789384,0.05921936035,#A78903,167,137,3,Nej Til Neutronbomben ; Fredscentret Giro (No to the Neutron Bomb ;  Giro Peace Center),,,3.8,,,,,,
502297746,105789384,0.05819702148,#645D4F,100,93,79,Nej Til Neutronbomben ; Fredscentret Giro (No to the Neutron Bomb ;  Giro Peace Center),,,3.8,,,,,,
502297743,105789382,0.2731170654,#222120,34,33,32,Campus Antiwar Network ; Bring the Troops Home Now,,,5.9,,,,,,
502297743,105789382,0.2537994385,#C3C0C3,195,192,195,Campus Antiwar Network ; Bring the Troops Home Now,,,5.9,,,,,,
502297743,105789382,0.207824707,#C16A43,193,106,67,Campus Antiwar Network ; Bring the Troops Home Now,,,5.9,,,,,,
502297743,105789382,0.1821899414,#D58057,213,128,87,Campus Antiwar Network ; Bring the Troops Home Now,,,5.9,,,,,,
502297743,105789382,0.08306884766,#D9A991,217,169,145,Campus Antiwar Network ; Bring the Troops Home Now,,,5.9,,,,,,
502297740,105789380,0.309677124,#ACA699,172,166,153,Diablo Canyon has It's Faults,,,3.8,,,,,,
502297740,105789380,0.2618713379,#20201F,32,32,31,Diablo Canyon has It's Faults,,,3.8,,,,,,
502297740,105789380,0.2122039795,#938B83,147,139,131,Diablo Canyon has It's Faults,,,3.8,,,,,,
502297740,105789380,0.1494293213,#583E5D,88,62,93,Diablo Canyon has It's Faults,,,3.8,,,,,,
502297740,105789380,0.0668182373,#CEC7BA,206,199,186,Diablo Canyon has It's Faults,,,3.8,,,,,,
502297737,105789378,0.4594726563,#C7C4C9,199,196,201,End Israeli Apartheid,,,5.8,,,,,,
502297737,105789378,0.4042205811,#222223,34,34,35,End Israeli Apartheid,,,5.8,,,,,,
502297737,105789378,0.06803894043,#0D773D,13,119,61,End Israeli Apartheid,,,5.8,,,,,,
502297737,105789378,0.04168701172,#BA353A,186,53,58,End Israeli Apartheid,,,5.8,,,,,,
502297737,105789378,0.02658081055,#807D7C,128,125,124,End Israeli Apartheid,,,5.8,,,,,,
502297734,105789376,0.2808532715,#BDB7AF,189,183,175,For Peace Pass SALT II ; S.F. Coalition for SALT II,,,5.9,,,,,,
502297734,105789376,0.2706604004,#212121,33,33,33,For Peace Pass SALT II ; S.F. Coalition for SALT II,,,5.9,,,,,,
502297734,105789376,0.259262085,#2A4F8D,42,79,141,For Peace Pass SALT II ; S.F. Coalition for SALT II,,,5.9,,,,,,
502297734,105789376,0.1319122314,#D0CAC2,208,202,194,For Peace Pass SALT II ; S.F. Coalition for SALT II,,,5.9,,,,,,
502297734,105789376,0.05731201172,#6E80A1,110,128,161,For Peace Pass SALT II ; S.F. Coalition for SALT II,,,5.9,,,,,,
502297731,105789374,0.4157409668,#183277,24,50,119,NYC CLC AFL-CIO (Central Labor Council The American Federation of Labor and Congress of Industrial Organizations) ; Dinkins '93 ; Labor's Choice for Mayor,1993,1993,5.4,,,,,,
502297731,105789374,0.2803344727,#222122,34,33,34,NYC CLC AFL-CIO (Central Labor Council The American Federation of Labor and Congress of Industrial Organizations) ; Dinkins '93 ; Labor's Choice for Mayor,1993,1993,5.4,,,,,,
502297731,105789374,0.1234893799,#C4B69A,196,182,154,NYC CLC AFL-CIO (Central Labor Council The American Federation of Labor and Congress of Industrial Organizations) ; Dinkins '93 ; Labor's Choice for Mayor,1993,1993,5.4,,,,,,
502297731,105789374,0.1183166504,#BA202D,186,32,45,NYC CLC AFL-CIO (Central Labor Council The American Federation of Labor and Congress of Industrial Organizations) ; Dinkins '93 ; Labor's Choice for Mayor,1993,1993,5.4,,,,,,
502297731,105789374,0.06211853027,#59658D,89,101,141,NYC CLC AFL-CIO (Central Labor Council The American Federation of Labor and Congress of Industrial Organizations) ; Dinkins '93 ; Labor's Choice for Mayor,1993,1993,5.4,,,,,,
502297728,105789372,0.364654541,#9C978D,156,151,141,Don't Waste Washington,,,3.8,,,,,,
502297728,105789372,0.2541656494,#1F1F1F,31,31,31,Don't Waste Washington,,,3.8,,,,,,
502297728,105789372,0.1751708984,#175744,23,87,68,Don't Waste Washington,,,3.8,,,,,,
502297728,105789372,0.1506195068,#C2BDB2,194,189,178,Don't Waste Washington,,,3.8,,,,,,
502297728,105789372,0.0553894043,#577668,87,118,104,Don't Waste Washington,,,3.8,,,,,,
502297725,105789370,0.2915496826,#A9635E,169,99,94,Globalize the Intifada!,,,5.9,,,,,,
502297725,105789370,0.2773895264,#202020,32,32,32,Globalize the Intifada!,,,5.9,,,,,,
502297725,105789370,0.1614074707,#483E3F,72,62,63,Globalize the Intifada!,,,5.9,,,,,,
502297725,105789370,0.1413421631,#675154,103,81,84,Globalize the Intifada!,,,5.9,,,,,,
502297725,105789370,0.1283111572,#BAA29D,186,162,157,Globalize the Intifada!,,,5.9,,,,,,
502297722,105789368,0.4062042236,#394532,57,69,50,No Nukes is Good Nukes,,,4.5,,,,,,
502297722,105789368,0.263885498,#1F1F1E,31,31,30,No Nukes is Good Nukes,,,4.5,,,,,,
502297722,105789368,0.1499786377,#9D6F2C,157,111,44,No Nukes is Good Nukes,,,4.5,,,,,,
502297722,105789368,0.1433105469,#4F573D,79,87,61,No Nukes is Good Nukes,,,4.5,,,,,,
502297722,105789368,0.03662109375,#7E8369,126,131,105,No Nukes is Good Nukes,,,4.5,,,,,,
502297719,105789366,0.3975067139,#D7D5D3,215,213,211,No Iraq War,,,6.8,4.5,,,,,
502297719,105789366,0.2748413086,#312A59,49,42,89,No Iraq War,,,6.8,4.5,,,,,
502297719,105789366,0.161026001,#D44444,212,68,68,No Iraq War,,,6.8,4.5,,,,,
502297719,105789366,0.1028442383,#1F1F1E,31,31,30,No Iraq War,,,6.8,4.5,,,,,
502297719,105789366,0.06378173828,#A08D95,160,141,149,No Iraq War,,,6.8,4.5,,,,,
502297716,105789364,0.3137054443,#B2A28A,178,162,138,Solidaridad con El Salvador ; ¡El Salvador Vencera!,,,4.4,,,,,,
502297716,105789364,0.2643890381,#201F1E,32,31,30,Solidaridad con El Salvador ; ¡El Salvador Vencera!,,,4.4,,,,,,
502297716,105789364,0.2002868652,#C6BBA0,198,187,160,Solidaridad con El Salvador ; ¡El Salvador Vencera!,,,4.4,,,,,,
502297716,105789364,0.1611633301,#A51A24,165,26,36,Solidaridad con El Salvador ; ¡El Salvador Vencera!,,,4.4,,,,,,
502297716,105789364,0.06045532227,#A9645A,169,100,90,Solidaridad con El Salvador ; ¡El Salvador Vencera!,,,4.4,,,,,,
502297713,105789362,0.432220459,#BCB7AD,188,183,173,Hands Off El Salvador,,,4.4,,,,,,
502297713,105789362,0.2659759521,#1F1F1E,31,31,30,Hands Off El Salvador,,,4.4,,,,,,
502297713,105789362,0.1387786865,#979490,151,148,144,Hands Off El Salvador,,,4.4,,,,,,
502297713,105789362,0.1203460693,#164D6B,22,77,107,Hands Off El Salvador,,,4.4,,,,,,
502297713,105789362,0.04267883301,#A23236,162,50,54,Hands Off El Salvador,,,4.4,,,,,,
502297710,105789360,0.7297058105,#212020,33,32,32,I'll Vote Yes to Keep NYC Free of Nuclear Weapons.,,,4.4,,,,,,
502297710,105789360,0.1056518555,#C0BDB7,192,189,183,I'll Vote Yes to Keep NYC Free of Nuclear Weapons.,,,4.4,,,,,,
502297710,105789360,0.07194519043,#3F3C3A,63,60,58,I'll Vote Yes to Keep NYC Free of Nuclear Weapons.,,,4.4,,,,,,
502297710,105789360,0.06025695801,#715758,113,87,88,I'll Vote Yes to Keep NYC Free of Nuclear Weapons.,,,4.4,,,,,,
502297710,105789360,0.03244018555,#908E89,144,142,137,I'll Vote Yes to Keep NYC Free of Nuclear Weapons.,,,4.4,,,,,,
502297707,105789358,0.4091796875,#221F1B,34,31,27,Mutants for Nuclear Power,,,4.4,,,,,,
502297707,105789358,0.258392334,#D29702,210,151,2,Mutants for Nuclear Power,,,4.4,,,,,,
502297707,105789358,0.2575531006,#BB8602,187,134,2,Mutants for Nuclear Power,,,4.4,,,,,,
502297707,105789358,0.03965759277,#6E5310,110,83,16,Mutants for Nuclear Power,,,4.4,,,,,,
502297707,105789358,0.03521728516,#DFA93E,223,169,62,Mutants for Nuclear Power,,,4.4,,,,,,
502297704,105789356,0.3209838867,#B0A996,176,169,150,Convert Rocky Flats,,,3.8,,,,,,
502297704,105789356,0.3047637939,#242321,36,35,33,Convert Rocky Flats,,,3.8,,,,,,
502297704,105789356,0.2240600586,#948A75,148,138,117,Convert Rocky Flats,,,3.8,,,,,,
502297704,105789356,0.1244049072,#141312,20,19,18,Convert Rocky Flats,,,3.8,,,,,,
502297704,105789356,0.02578735352,#9E2A22,158,42,34,Convert Rocky Flats,,,3.8,,,,,,
502297701,105789354,0.4981689453,#1F1D1E,31,29,30,MLK Day 2017,2017,2017,5.6,,,,,,
502297701,105789354,0.2544250488,#373477,55,52,119,MLK Day 2017,2017,2017,5.6,,,,,,
502297701,105789354,0.1454315186,#CECDCD,206,205,205,MLK Day 2017,2017,2017,5.6,,,,,,
502297701,105789354,0.06745910645,#C9374B,201,55,75,MLK Day 2017,2017,2017,5.6,,,,,,
502297701,105789354,0.03451538086,#78789D,120,120,157,MLK Day 2017,2017,2017,5.6,,,,,,
502297698,105789352,0.3336791992,#154E8E,21,78,142,Peace Action New York State ; What Are You Doing to End War? ; Peace Demands Action,,,5.6,,,,,,
502297698,105789352,0.2738342285,#212122,33,33,34,Peace Action New York State ; What Are You Doing to End War? ; Peace Demands Action,,,5.6,,,,,,
502297698,105789352,0.1739196777,#205EA1,32,94,161,Peace Action New York State ; What Are You Doing to End War? ; Peace Demands Action,,,5.6,,,,,,
502297698,105789352,0.1255645752,#B8C0CE,184,192,206,Peace Action New York State ; What Are You Doing to End War? ; Peace Demands Action,,,5.6,,,,,,
502297698,105789352,0.09300231934,#6B8AB1,107,138,177,Peace Action New York State ; What Are You Doing to End War? ; Peace Demands Action,,,5.6,,,,,,
502297695,105789350,0.4844360352,#1E1E1D,30,30,29,Fund Human Needs- Rally June 12 ; Abolish Nuclear Weapons,,,5.6,,,,,,
502297695,105789350,0.1990203857,#1679A4,22,121,164,Fund Human Needs- Rally June 12 ; Abolish Nuclear Weapons,,,5.6,,,,,,
502297695,105789350,0.1750488281,#C7C0A7,199,192,167,Fund Human Needs- Rally June 12 ; Abolish Nuclear Weapons,,,5.6,,,,,,
502297695,105789350,0.09042358398,#8F8F7D,143,143,125,Fund Human Needs- Rally June 12 ; Abolish Nuclear Weapons,,,5.6,,,,,,
502297695,105789350,0.05107116699,#4E4E47,78,78,71,Fund Human Needs- Rally June 12 ; Abolish Nuclear Weapons,,,5.6,,,,,,
502297692,105789348,0.4613952637,#282623,40,38,35,"March on Washington ; Jobs Peace Freedom ; August 27, 1983",1983,1983,5.6,,,,,,
502297692,105789348,0.2452087402,#BCA57D,188,165,125,"March on Washington ; Jobs Peace Freedom ; August 27, 1983",1983,1983,5.6,,,,,,
502297692,105789348,0.1539306641,#473F4A,71,63,74,"March on Washington ; Jobs Peace Freedom ; August 27, 1983",1983,1983,5.6,,,,,,
502297692,105789348,0.1172180176,#81776D,129,119,109,"March on Washington ; Jobs Peace Freedom ; August 27, 1983",1983,1983,5.6,,,,,,
502297692,105789348,0.02224731445,#A63D2F,166,61,47,"March on Washington ; Jobs Peace Freedom ; August 27, 1983",1983,1983,5.6,,,,,,
502297689,105789346,0.3660430908,#D4CEBE,212,206,190,"In Memorium ; Hiroshima August 6, 1945 ; 50th Anniverary",1995,1995,4.5,5.1,,,,,
502297689,105789346,0.3216247559,#212120,33,33,32,"In Memorium ; Hiroshima August 6, 1945 ; 50th Anniverary",1995,1995,4.5,5.1,,,,,
502297689,105789346,0.1894378662,#9C1720,156,23,32,"In Memorium ; Hiroshima August 6, 1945 ; 50th Anniverary",1995,1995,4.5,5.1,,,,,
502297689,105789346,0.0714263916,#6B553D,107,85,61,"In Memorium ; Hiroshima August 6, 1945 ; 50th Anniverary",1995,1995,4.5,5.1,,,,,
502297689,105789346,0.05146789551,#A59982,165,153,130,"In Memorium ; Hiroshima August 6, 1945 ; 50th Anniverary",1995,1995,4.5,5.1,,,,,
502297686,105789344,0.3246765137,#20201F,32,32,31,No Nukes! ; YSA (Young Socialist Alliance),,,5.4,,,,,,
502297686,105789344,0.3114013672,#767771,118,119,113,No Nukes! ; YSA (Young Socialist Alliance),,,5.4,,,,,,
502297686,105789344,0.1518249512,#97968E,151,150,142,No Nukes! ; YSA (Young Socialist Alliance),,,5.4,,,,,,
502297686,105789344,0.1437072754,#045B45,4,91,69,No Nukes! ; YSA (Young Socialist Alliance),,,5.4,,,,,,
502297686,105789344,0.06838989258,#CECCC3,206,204,195,No Nukes! ; YSA (Young Socialist Alliance),,,5.4,,,,,,
502297683,105789342,0.4127807617,#292726,41,39,38,African-Americans United for David Dinkins ; For ALL of Us ; David Dinkins for Mayor,,,5.6,,,,,,
502297683,105789342,0.3717956543,#C5BCAE,197,188,174,African-Americans United for David Dinkins ; For ALL of Us ; David Dinkins for Mayor,,,5.6,,,,,,
502297683,105789342,0.1352081299,#68635B,104,99,91,African-Americans United for David Dinkins ; For ALL of Us ; David Dinkins for Mayor,,,5.6,,,,,,
502297683,105789342,0.05079650879,#D0364A,208,54,74,African-Americans United for David Dinkins ; For ALL of Us ; David Dinkins for Mayor,,,5.6,,,,,,
502297683,105789342,0.02941894531,#02864E,2,134,78,African-Americans United for David Dinkins ; For ALL of Us ; David Dinkins for Mayor,,,5.6,,,,,,
502297680,105789340,0.4514923096,#D72243,215,34,67,Bring the Troops Home Now! ; End the Occupation of Iraq ,,,7.9,5.3,,,,,
502297680,105789340,0.3581848145,#261D1D,38,29,29,Bring the Troops Home Now! ; End the Occupation of Iraq ,,,7.9,5.3,,,,,
502297680,105789340,0.08772277832,#CD7480,205,116,128,Bring the Troops Home Now! ; End the Occupation of Iraq ,,,7.9,5.3,,,,,
502297680,105789340,0.05308532715,#8C2536,140,37,54,Bring the Troops Home Now! ; End the Occupation of Iraq ,,,7.9,5.3,,,,,
502297680,105789340,0.04951477051,#DAC5CB,218,197,203,Bring the Troops Home Now! ; End the Occupation of Iraq ,,,7.9,5.3,,,,,
502297677,105789338,0.364151001,#C65380,198,83,128,Give Peace a Vote ,,,5.6,,,,,,
502297677,105789338,0.3404083252,#231F20,35,31,32,Give Peace a Vote ,,,5.6,,,,,,
502297677,105789338,0.2015228271,#DD6A96,221,106,150,Give Peace a Vote ,,,5.6,,,,,,
502297677,105789338,0.04945373535,#CCC3C7,204,195,199,Give Peace a Vote ,,,5.6,,,,,,
502297677,105789338,0.04446411133,#6D4252,109,66,82,Give Peace a Vote ,,,5.6,,,,,,
502297674,105789336,0.3429107666,#CFCAC5,207,202,197,"Join! The Daily ""Hit-N-Run"" @ 5PM ; Strike! ; Stop this Atrocity! ; Intermittent and Ongoing!",,,5.6,,,,,,
502297674,105789336,0.2731170654,#222121,34,33,33,"Join! The Daily ""Hit-N-Run"" @ 5PM ; Strike! ; Stop this Atrocity! ; Intermittent and Ongoing!",,,5.6,,,,,,
502297674,105789336,0.190612793,#B73538,183,53,56,"Join! The Daily ""Hit-N-Run"" @ 5PM ; Strike! ; Stop this Atrocity! ; Intermittent and Ongoing!",,,5.6,,,,,,
502297674,105789336,0.09802246094,#604E45,96,78,69,"Join! The Daily ""Hit-N-Run"" @ 5PM ; Strike! ; Stop this Atrocity! ; Intermittent and Ongoing!",,,5.6,,,,,,
502297674,105789336,0.09533691406,#C1A94A,193,169,74,"Join! The Daily ""Hit-N-Run"" @ 5PM ; Strike! ; Stop this Atrocity! ; Intermittent and Ongoing!",,,5.6,,,,,,
502297671,105789334,0.4388275146,#232222,35,34,34,"Geen Nieuwe Kernwapens in Europa (No New Nuclear Weapons in Europe) ; Den Hass, 29 Oktober",1983,1983,3.9,,,,,,
502297671,105789334,0.2827758789,#B5B0A7,181,176,167,"Geen Nieuwe Kernwapens in Europa (No New Nuclear Weapons in Europe) ; Den Hass, 29 Oktober",1983,1983,3.9,,,,,,
502297671,105789334,0.1667633057,#A29D95,162,157,149,"Geen Nieuwe Kernwapens in Europa (No New Nuclear Weapons in Europe) ; Den Hass, 29 Oktober",1983,1983,3.9,,,,,,
502297671,105789334,0.07107543945,#C8C3BA,200,195,186,"Geen Nieuwe Kernwapens in Europa (No New Nuclear Weapons in Europe) ; Den Hass, 29 Oktober",1983,1983,3.9,,,,,,
502297671,105789334,0.04055786133,#5F5C57,95,92,87,"Geen Nieuwe Kernwapens in Europa (No New Nuclear Weapons in Europe) ; Den Hass, 29 Oktober",1983,1983,3.9,,,,,,
502297668,105789332,0.326675415,#252523,37,37,35,Refuse the Cruise ; International Day of Protest 22 Oct. 83,1983,1983,5.6,,,,,,
502297668,105789332,0.2484588623,#BEB7A6,190,183,166,Refuse the Cruise ; International Day of Protest 22 Oct. 83,1983,1983,5.6,,,,,,
502297668,105789332,0.1542663574,#24829A,36,130,154,Refuse the Cruise ; International Day of Protest 22 Oct. 83,1983,1983,5.6,,,,,,
502297668,105789332,0.1456298828,#C19B1F,193,155,31,Refuse the Cruise ; International Day of Protest 22 Oct. 83,1983,1983,5.6,,,,,,
502297668,105789332,0.1249694824,#963B3D,150,59,61,Refuse the Cruise ; International Day of Protest 22 Oct. 83,1983,1983,5.6,,,,,,
502297665,105789330,0.4682159424,#21201C,33,32,28,Execute Justice Not People,,,5.6,,,,,,
502297665,105789330,0.2263031006,#E0CD1C,224,205,28,Execute Justice Not People,,,5.6,,,,,,
502297665,105789330,0.1919403076,#CDBB1A,205,187,26,Execute Justice Not People,,,5.6,,,,,,
502297665,105789330,0.07444763184,#EAD95D,234,217,93,Execute Justice Not People,,,5.6,,,,,,
502297665,105789330,0.03909301758,#756C1A,117,108,26,Execute Justice Not People,,,5.6,,,,,,
502297662,105789328,0.3180084229,#252320,37,35,32,Comprehensive Test Ban Now,,,4.4,,,,,,
502297662,105789328,0.3124389648,#AE981F,174,152,31,Comprehensive Test Ban Now,,,4.4,,,,,,
502297662,105789328,0.2040710449,#C4AC2F,196,172,47,Comprehensive Test Ban Now,,,4.4,,,,,,
502297662,105789328,0.1050720215,#8D482B,141,72,43,Comprehensive Test Ban Now,,,4.4,,,,,,
502297662,105789328,0.0604095459,#E2CE81,226,206,129,Comprehensive Test Ban Now,,,4.4,,,,,,
502297659,105789326,0.4837341309,#C22636,194,38,54,"They Lie [""I"" is a Nuclear Cooling Tower]",,,5.3,,,,,,
502297659,105789326,0.3565826416,#282020,40,32,32,"They Lie [""I"" is a Nuclear Cooling Tower]",,,5.3,,,,,,
502297659,105789326,0.06510925293,#D4555A,212,85,90,"They Lie [""I"" is a Nuclear Cooling Tower]",,,5.3,,,,,,
502297659,105789326,0.06150817871,#682D2E,104,45,46,"They Lie [""I"" is a Nuclear Cooling Tower]",,,5.3,,,,,,
502297659,105789326,0.0330657959,#B4A790,180,167,144,"They Lie [""I"" is a Nuclear Cooling Tower]",,,5.3,,,,,,
502297656,105789324,0.7181091309,#232324,35,35,36,"Iraq [""Q"" Containing Peace Symbol]",,,5.5,,,,,,
502297656,105789324,0.1513671875,#C4C2C9,196,194,201,"Iraq [""Q"" Containing Peace Symbol]",,,5.5,,,,,,
502297656,105789324,0.04684448242,#969393,150,147,147,"Iraq [""Q"" Containing Peace Symbol]",,,5.5,,,,,,
502297656,105789324,0.04214477539,#4A4847,74,72,71,"Iraq [""Q"" Containing Peace Symbol]",,,5.5,,,,,,
502297656,105789324,0.04153442383,#6D6B6A,109,107,106,"Iraq [""Q"" Containing Peace Symbol]",,,5.5,,,,,,
502297653,105789322,0.3690643311,#25221E,37,34,30,Atomenergio? Ne Dankon (Atomic Energy? No Thank You),,,3.9,,,,,,
502297653,105789322,0.2852325439,#B6A84B,182,168,75,Atomenergio? Ne Dankon (Atomic Energy? No Thank You),,,3.9,,,,,,
502297653,105789322,0.177230835,#AA372A,170,55,42,Atomenergio? Ne Dankon (Atomic Energy? No Thank You),,,3.9,,,,,,
502297653,105789322,0.1370849609,#C9BD60,201,189,96,Atomenergio? Ne Dankon (Atomic Energy? No Thank You),,,3.9,,,,,,
502297653,105789322,0.0313873291,#6A6134,106,97,52,Atomenergio? Ne Dankon (Atomic Energy? No Thank You),,,3.9,,,,,,
502297650,105789320,0.5577850342,#242425,36,36,37,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297650,105789320,0.1724090576,#D6D4D4,214,212,212,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297650,105789320,0.1332702637,#A7A6A3,167,166,163,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297650,105789320,0.06875610352,#4E4D4C,78,77,76,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297650,105789320,0.06777954102,#7B7975,123,121,117,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297647,105789318,0.3218078613,#A9A19B,169,161,155,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297647,105789318,0.2812652588,#C0B9B3,192,185,179,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297647,105789318,0.2706451416,#212121,33,33,33,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297647,105789318,0.0982208252,#8B5356,139,83,86,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297647,105789318,0.02806091309,#3A3836,58,56,54,No More 9-11s ; US Out of the Middle East,,,5.9,,,,,,
502297644,105789316,0.3645019531,#21201C,33,32,28,"Jobs & Justice Coalition for Economic Justice ; Solidarity Day Sept. 19, 1981 ; Washington, D.C.",1981,1981,4.4,,,,,,
502297644,105789316,0.23777771,#B89C01,184,156,1,"Jobs & Justice Coalition for Economic Justice ; Solidarity Day Sept. 19, 1981 ; Washington, D.C.",1981,1981,4.4,,,,,,
502297644,105789316,0.2094726563,#D3B10B,211,177,11,"Jobs & Justice Coalition for Economic Justice ; Solidarity Day Sept. 19, 1981 ; Washington, D.C.",1981,1981,4.4,,,,,,
502297644,105789316,0.1266021729,#AEA283,174,162,131,"Jobs & Justice Coalition for Economic Justice ; Solidarity Day Sept. 19, 1981 ; Washington, D.C.",1981,1981,4.4,,,,,,
502297644,105789316,0.06164550781,#665B2C,102,91,44,"Jobs & Justice Coalition for Economic Justice ; Solidarity Day Sept. 19, 1981 ; Washington, D.C.",1981,1981,4.4,,,,,,
502297641,105789314,0.4367828369,#0A672E,10,103,46,No Nukes is Good Nukes,,,3.8,,,,,,
502297641,105789314,0.3273010254,#20201D,32,32,29,No Nukes is Good Nukes,,,3.8,,,,,,
502297641,105789314,0.08958435059,#BFB00B,191,176,11,No Nukes is Good Nukes,,,3.8,,,,,,
502297641,105789314,0.07557678223,#B9B7A1,185,183,161,No Nukes is Good Nukes,,,3.8,,,,,,
502297641,105789314,0.07075500488,#468455,70,132,85,No Nukes is Good Nukes,,,3.8,,,,,,
502297638,105789312,0.3011932373,#4C4D45,76,77,69,Nuclear Free Zone,,,3.6,,,,,,
502297638,105789312,0.278793335,#21211F,33,33,31,Nuclear Free Zone,,,3.6,,,,,,
502297638,105789312,0.2222137451,#AAA694,170,166,148,Nuclear Free Zone,,,3.6,,,,,,
502297638,105789312,0.1138763428,#707268,112,114,104,Nuclear Free Zone,,,3.6,,,,,,
502297638,105789312,0.08392333984,#A94725,169,71,37,Nuclear Free Zone,,,3.6,,,,,,
502297635,105789310,0.3323059082,#242324,36,35,36,Long Live Palestine!,,,5.9,,,,,,
502297635,105789310,0.2486572266,#9B4270,155,66,112,Long Live Palestine!,,,5.9,,,,,,
502297635,105789310,0.1529541016,#A8A368,168,163,104,Long Live Palestine!,,,5.9,,,,,,
502297635,105789310,0.1417388916,#CFABA4,207,171,164,Long Live Palestine!,,,5.9,,,,,,
502297635,105789310,0.1243438721,#1B8F97,27,143,151,Long Live Palestine!,,,5.9,,,,,,
502297632,105789308,0.4136657715,#232323,35,35,35,For Our Survival Stop the Arms Race ; Sign the Stockholm Peace Appeal,,,5.6,,,,,,
502297632,105789308,0.2436981201,#C5BEAE,197,190,174,For Our Survival Stop the Arms Race ; Sign the Stockholm Peace Appeal,,,5.6,,,,,,
