iiifid,libraryId,frequency,Hex,R,G,B,name,earliest_date,latest_date,wcm,dim2cm,dim3cm,person,party,location,office
501501422,105373011,0.03446960449,#751917,117,25,23,ILA ; Saint John NB ; Local 273 (International Longshoremen’s Association),,,3.2,1.7,,,,,
501501419,105372998,0.3997039795,#5F1815,95,24,21,Your Chance for Change ; Labor Coucil for Latin American Advancement ,,,2.5,1.4,,,,,
501501419,105372998,0.2722167969,#23221F,35,34,31,Your Chance for Change ; Labor Coucil for Latin American Advancement ,,,2.5,1.4,,,,,
501501419,105372998,0.1677093506,#60432B,96,67,43,Your Chance for Change ; Labor Coucil for Latin American Advancement ,,,2.5,1.4,,,,,
501501419,105372998,0.1262664795,#7D5D3C,125,93,60,Your Chance for Change ; Labor Coucil for Latin American Advancement ,,,2.5,1.4,,,,,
501501419,105372998,0.03410339355,#A78B63,167,139,99,Your Chance for Change ; Labor Coucil for Latin American Advancement ,,,2.5,1.4,,,,,
501501416,105372983,0.4250946045,#212027,33,32,39,Boston Carmen's Union ; Amalgamated Transit Union ; 589 ;  1912 - 1987,1987,1987,2.1,1.8,,,,,
501501416,105372983,0.203414917,#76613C,118,97,60,Boston Carmen's Union ; Amalgamated Transit Union ; 589 ;  1912 - 1987,1987,1987,2.1,1.8,,,,,
501501416,105372983,0.1871490479,#988153,152,129,83,Boston Carmen's Union ; Amalgamated Transit Union ; 589 ;  1912 - 1987,1987,1987,2.1,1.8,,,,,
501501416,105372983,0.1177978516,#50442F,80,68,47,Boston Carmen's Union ; Amalgamated Transit Union ; 589 ;  1912 - 1987,1987,1987,2.1,1.8,,,,,
501501416,105372983,0.0665435791,#BAA374,186,163,116,Boston Carmen's Union ; Amalgamated Transit Union ; 589 ;  1912 - 1987,1987,1987,2.1,1.8,,,,,
501501413,105372961,0.6103057861,#1D2622,29,38,34,"CEP SCEP ; CLC/CTC ; 10 Years Service (Communications, Energy and Paperworkers Union of Canada) (Canadian Labour Congress)",,,2.7,2.5,,,,,
501501413,105372961,0.139465332,#0D0C0A,13,12,10,"CEP SCEP ; CLC/CTC ; 10 Years Service (Communications, Energy and Paperworkers Union of Canada) (Canadian Labour Congress)",,,2.7,2.5,,,,,
501501413,105372961,0.1320343018,#524B3B,82,75,59,"CEP SCEP ; CLC/CTC ; 10 Years Service (Communications, Energy and Paperworkers Union of Canada) (Canadian Labour Congress)",,,2.7,2.5,,,,,
501501413,105372961,0.08290100098,#88775C,136,119,92,"CEP SCEP ; CLC/CTC ; 10 Years Service (Communications, Energy and Paperworkers Union of Canada) (Canadian Labour Congress)",,,2.7,2.5,,,,,
501501413,105372961,0.0352935791,#D1BB94,209,187,148,"CEP SCEP ; CLC/CTC ; 10 Years Service (Communications, Energy and Paperworkers Union of Canada) (Canadian Labour Congress)",,,2.7,2.5,,,,,
501501410,105372938,0.3822174072,#22201E,34,32,30,Technical Engineering Electrical Union ; T.E.E.U. ,,,2.1,1.9,,,,,
501501410,105372938,0.2169952393,#5D4D38,93,77,56,Technical Engineering Electrical Union ; T.E.E.U. ,,,2.1,1.9,,,,,
501501410,105372938,0.1656188965,#363D77,54,61,119,Technical Engineering Electrical Union ; T.E.E.U. ,,,2.1,1.9,,,,,
501501410,105372938,0.1649017334,#90834B,144,131,75,Technical Engineering Electrical Union ; T.E.E.U. ,,,2.1,1.9,,,,,
501501410,105372938,0.07026672363,#D5C089,213,192,137,Technical Engineering Electrical Union ; T.E.E.U. ,,,2.1,1.9,,,,,
501501407,105372909,0.4536590576,#21201E,33,32,30,Maritime Machinists,,,2.2,2.1,,,,,
501501407,105372909,0.2421875,#A27525,162,117,37,Maritime Machinists,,,2.2,2.1,,,,,
501501407,105372909,0.1890106201,#523F23,82,63,35,Maritime Machinists,,,2.2,2.1,,,,,
501501407,105372909,0.05966186523,#792219,121,34,25,Maritime Machinists,,,2.2,2.1,,,,,
501501407,105372909,0.05548095703,#9D875A,157,135,90,Maritime Machinists,,,2.2,2.1,,,,,
501501404,105372884,0.5261535645,#2E2D21,46,45,33,SEIU Cope ; 75th Anniversary ; 1921- 1996 (Service Employees International Union Committee on Political Education),,,2.6,0.9,,,,,
501501404,105372884,0.1961364746,#363933,54,57,51,SEIU Cope ; 75th Anniversary ; 1921- 1996 (Service Employees International Union Committee on Political Education),,,2.6,0.9,,,,,
501501404,105372884,0.1764678955,#614A24,97,74,36,SEIU Cope ; 75th Anniversary ; 1921- 1996 (Service Employees International Union Committee on Political Education),,,2.6,0.9,,,,,
501501404,105372884,0.08392333984,#7E6639,126,102,57,SEIU Cope ; 75th Anniversary ; 1921- 1996 (Service Employees International Union Committee on Political Education),,,2.6,0.9,,,,,
501501404,105372884,0.01731872559,#B2A078,178,160,120,SEIU Cope ; 75th Anniversary ; 1921- 1996 (Service Employees International Union Committee on Political Education),,,2.6,0.9,,,,,
501501401,105372871,0.495513916,#24221F,36,34,31,Ver Di (Vereinte Dienstleistungsgewerkschaft/ United Services Trade Union),,,1.9,2,,,,,
501501401,105372871,0.1751098633,#A52525,165,37,37,Ver Di (Vereinte Dienstleistungsgewerkschaft/ United Services Trade Union),,,1.9,2,,,,,
501501401,105372871,0.1260375977,#A88A5C,168,138,92,Ver Di (Vereinte Dienstleistungsgewerkschaft/ United Services Trade Union),,,1.9,2,,,,,
501501401,105372871,0.1247558594,#9F692C,159,105,44,Ver Di (Vereinte Dienstleistungsgewerkschaft/ United Services Trade Union),,,1.9,2,,,,,
501501401,105372871,0.07858276367,#AEA8A3,174,168,163,Ver Di (Vereinte Dienstleistungsgewerkschaft/ United Services Trade Union),,,1.9,2,,,,,
501501398,105372860,0.3460083008,#55534A,85,83,74,SEIU Cope ; Power Pack (Service Employees International Union Committee on Political Education),,,3.2,2.1,,,,,
501501398,105372860,0.3028411865,#372C53,55,44,83,SEIU Cope ; Power Pack (Service Employees International Union Committee on Political Education),,,3.2,2.1,,,,,
501501398,105372860,0.1567687988,#7E786B,126,120,107,SEIU Cope ; Power Pack (Service Employees International Union Committee on Political Education),,,3.2,2.1,,,,,
501501398,105372860,0.1007537842,#29682F,41,104,47,SEIU Cope ; Power Pack (Service Employees International Union Committee on Political Education),,,3.2,2.1,,,,,
501501398,105372860,0.09362792969,#1F1F1D,31,31,29,SEIU Cope ; Power Pack (Service Employees International Union Committee on Political Education),,,3.2,2.1,,,,,
501501395,105372852,0.5409698486,#202021,32,32,33,CUPE 23  (Burnaby Civic Employees Union),,,2.1,2,,,,,
501501395,105372852,0.1820831299,#4C483B,76,72,59,CUPE 23  (Burnaby Civic Employees Union),,,2.1,2,,,,,
501501395,105372852,0.1365203857,#685746,104,87,70,CUPE 23  (Burnaby Civic Employees Union),,,2.1,2,,,,,
501501395,105372852,0.09783935547,#C2B8B4,194,184,180,CUPE 23  (Burnaby Civic Employees Union),,,2.1,2,,,,,
501501395,105372852,0.04258728027,#9B8573,155,133,115,CUPE 23  (Burnaby Civic Employees Union),,,2.1,2,,,,,
501501392,105372850,0.5391693115,#1F2024,31,32,36,Women of Steel ; Steelworkers Metallos,,,2.3,2.3,,,,,
501501392,105372850,0.1878967285,#463929,70,57,41,Women of Steel ; Steelworkers Metallos,,,2.3,2.3,,,,,
501501392,105372850,0.1598968506,#6A5638,106,86,56,Women of Steel ; Steelworkers Metallos,,,2.3,2.3,,,,,
501501392,105372850,0.07899475098,#997C4C,153,124,76,Women of Steel ; Steelworkers Metallos,,,2.3,2.3,,,,,
501501392,105372850,0.0340423584,#E0BE80,224,190,128,Women of Steel ; Steelworkers Metallos,,,2.3,2.3,,,,,
501501389,105372848,0.270324707,#222220,34,34,32,P.S.T.U.F. (Public Service Trade Union Federation) ; 1953 - 1978,,,2.5,,,,,,
501501389,105372848,0.2563934326,#6C2727,108,39,39,P.S.T.U.F. (Public Service Trade Union Federation) ; 1953 - 1978,,,2.5,,,,,,
501501389,105372848,0.216003418,#CAB092,202,176,146,P.S.T.U.F. (Public Service Trade Union Federation) ; 1953 - 1978,,,2.5,,,,,,
501501389,105372848,0.150894165,#7B5D38,123,93,56,P.S.T.U.F. (Public Service Trade Union Federation) ; 1953 - 1978,,,2.5,,,,,,
501501389,105372848,0.1063842773,#AB8758,171,135,88,P.S.T.U.F. (Public Service Trade Union Federation) ; 1953 - 1978,,,2.5,,,,,,
501501386,105372846,0.4826507568,#1F2225,31,34,37,Steelworkers Metallos ; Creating our Future,,,2.7,2.6,,,,,
501501386,105372846,0.2525634766,#5A4E3C,90,78,60,Steelworkers Metallos ; Creating our Future,,,2.7,2.6,,,,,
501501386,105372846,0.1395721436,#363838,54,56,56,Steelworkers Metallos ; Creating our Future,,,2.7,2.6,,,,,
501501386,105372846,0.09477233887,#817359,129,115,89,Steelworkers Metallos ; Creating our Future,,,2.7,2.6,,,,,
501501386,105372846,0.03044128418,#BCAB87,188,171,135,Steelworkers Metallos ; Creating our Future,,,2.7,2.6,,,,,
501501380,105372826,0.4802856445,#1D1B19,29,27,25,911 ; We Care ; AFL-CIO,,,1.7,1.9,,,,,
501501380,105372826,0.1963653564,#50382B,80,56,43,911 ; We Care ; AFL-CIO,,,1.7,1.9,,,,,
501501380,105372826,0.1727294922,#775D43,119,93,67,911 ; We Care ; AFL-CIO,,,1.7,1.9,,,,,
501501380,105372826,0.07572937012,#A28167,162,129,103,911 ; We Care ; AFL-CIO,,,1.7,1.9,,,,,
501501380,105372826,0.07489013672,#C5B99E,197,185,158,911 ; We Care ; AFL-CIO,,,1.7,1.9,,,,,
501501377,105372810,0.4281921387,#C0B898,192,184,152,Shopmen's Local 805 [Pin Shaped like the Provience of Alberta],,,1.7,2.6,,,,,
501501377,105372810,0.2135009766,#22221F,34,34,31,Shopmen's Local 805 [Pin Shaped like the Provience of Alberta],,,1.7,2.6,,,,,
501501377,105372810,0.1310577393,#A58E71,165,142,113,Shopmen's Local 805 [Pin Shaped like the Provience of Alberta],,,1.7,2.6,,,,,
501501377,105372810,0.1298980713,#806B49,128,107,73,Shopmen's Local 805 [Pin Shaped like the Provience of Alberta],,,1.7,2.6,,,,,
501501377,105372810,0.09735107422,#534631,83,70,49,Shopmen's Local 805 [Pin Shaped like the Provience of Alberta],,,1.7,2.6,,,,,
501501374,105372794,0.3464660645,#384528,56,69,40,ATU ; Amalgamated Transit Union ; 615 Saskatoon ,,,1.6,1.3,,,,,
501501374,105372794,0.277923584,#22201C,34,32,28,ATU ; Amalgamated Transit Union ; 615 Saskatoon ,,,1.6,1.3,,,,,
501501374,105372794,0.1914520264,#85612D,133,97,45,ATU ; Amalgamated Transit Union ; 615 Saskatoon ,,,1.6,1.3,,,,,
501501374,105372794,0.1028289795,#676B59,103,107,89,ATU ; Amalgamated Transit Union ; 615 Saskatoon ,,,1.6,1.3,,,,,
501501374,105372794,0.0813293457,#AE976B,174,151,107,ATU ; Amalgamated Transit Union ; 615 Saskatoon ,,,1.6,1.3,,,,,
501501371,105372776,0.4044036865,#10100C,16,16,12,RMT,,,2.6,1.4,,,,,
501501371,105372776,0.305770874,#232220,35,34,32,RMT,,,2.6,1.4,,,,,
501501371,105372776,0.1484069824,#3E3B2C,62,59,44,RMT,,,2.6,1.4,,,,,
501501371,105372776,0.08827209473,#A39B6F,163,155,111,RMT,,,2.6,1.4,,,,,
501501371,105372776,0.0531463623,#726B49,114,107,73,RMT,,,2.6,1.4,,,,,
501501368,105372760,0.5289001465,#272624,39,38,36,Old Ironsides Plumbers Local 12 : Boston,,,3,2,,,,,
501501368,105372760,0.2523803711,#6D5333,109,83,51,Old Ironsides Plumbers Local 12 : Boston,,,3,2,,,,,
501501368,105372760,0.1045837402,#9A7643,154,118,67,Old Ironsides Plumbers Local 12 : Boston,,,3,2,,,,,
501501368,105372760,0.06364440918,#86272D,134,39,45,Old Ironsides Plumbers Local 12 : Boston,,,3,2,,,,,
501501368,105372760,0.05049133301,#B8AC94,184,172,148,Old Ironsides Plumbers Local 12 : Boston,,,3,2,,,,,
501501365,105372747,0.3421478271,#161934,22,25,52,Civil Service Association - Barbados,,,2,,,,,,
501501365,105372747,0.2845611572,#20201F,32,32,31,Civil Service Association - Barbados,,,2,,,,,,
501501365,105372747,0.2113342285,#6B5940,107,89,64,Civil Service Association - Barbados,,,2,,,,,,
501501365,105372747,0.1385650635,#453E3B,69,62,59,Civil Service Association - Barbados,,,2,,,,,,
501501365,105372747,0.02339172363,#94805E,148,128,94,Civil Service Association - Barbados,,,2,,,,,,
501501362,105372721,0.3723602295,#2B295C,43,41,92,UFCW ; United Food & Commercial Workers International Union ; AFL-CIO-CLC,,,1.5,,,,,,
501501362,105372721,0.2686157227,#21201E,33,32,30,UFCW ; United Food & Commercial Workers International Union ; AFL-CIO-CLC,,,1.5,,,,,,
501501362,105372721,0.1541595459,#95825D,149,130,93,UFCW ; United Food & Commercial Workers International Union ; AFL-CIO-CLC,,,1.5,,,,,,
501501362,105372721,0.1195068359,#746549,116,101,73,UFCW ; United Food & Commercial Workers International Union ; AFL-CIO-CLC,,,1.5,,,,,,
501501362,105372721,0.08535766602,#4E453E,78,69,62,UFCW ; United Food & Commercial Workers International Union ; AFL-CIO-CLC,,,1.5,,,,,,
501501359,105372717,0.4557952881,#1B1A18,27,26,24,222 IBEW ; AFL- CIO,,,1.6,,,,,,
501501359,105372717,0.2517547607,#BDB19B,189,177,155,222 IBEW ; AFL- CIO,,,1.6,,,,,,
501501359,105372717,0.1241607666,#7B603F,123,96,63,222 IBEW ; AFL- CIO,,,1.6,,,,,,
501501359,105372717,0.09634399414,#57452F,87,69,47,222 IBEW ; AFL- CIO,,,1.6,,,,,,
501501359,105372717,0.07194519043,#A28869,162,136,105,222 IBEW ; AFL- CIO,,,1.6,,,,,,
501501356,105372715,0.4037628174,#122142,18,33,66,A.W.U. ,,,1.8,,,,,,
501501356,105372715,0.274230957,#212120,33,33,32,A.W.U. ,,,1.8,,,,,,
501501356,105372715,0.1775970459,#B7B49D,183,180,157,A.W.U. ,,,1.8,,,,,,
501501356,105372715,0.1038818359,#655437,101,84,55,A.W.U. ,,,1.8,,,,,,
501501356,105372715,0.04052734375,#898368,137,131,104,A.W.U. ,,,1.8,,,,,,
501501353,105372713,0.3216094971,#1A1312,26,19,18,[Bomb],,,2.5,,,,,,
501501353,105372713,0.3208465576,#242120,36,33,32,[Bomb],,,2.5,,,,,,
501501353,105372713,0.2450714111,#AF2534,175,37,52,[Bomb],,,2.5,,,,,,
501501353,105372713,0.09162902832,#C6555A,198,85,90,[Bomb],,,2.5,,,,,,
501501353,105372713,0.02084350586,#6D252A,109,37,42,[Bomb],,,2.5,,,,,,
501501350,105372711,0.3589935303,#23211F,35,33,31,Grain Srrvices Union (CLC),,,1.9,,,,,,
501501350,105372711,0.2426605225,#75613F,117,97,63,Grain Srrvices Union (CLC),,,1.9,,,,,,
501501350,105372711,0.1876068115,#514531,81,69,49,Grain Srrvices Union (CLC),,,1.9,,,,,,
501501350,105372711,0.1847229004,#0D0824,13,8,36,Grain Srrvices Union (CLC),,,1.9,,,,,,
501501350,105372711,0.02601623535,#AEA392,174,163,146,Grain Srrvices Union (CLC),,,1.9,,,,,,
501501347,105372701,0.4140319824,#648A79,100,138,121,El Movimiento por la Paz y la Soberanía de los Pueblos,,,2.4,2,,,,,
501501347,105372701,0.2676849365,#20201E,32,32,30,El Movimiento por la Paz y la Soberanía de los Pueblos,,,2.4,2,,,,,
501501347,105372701,0.1319580078,#847651,132,118,81,El Movimiento por la Paz y la Soberanía de los Pueblos,,,2.4,2,,,,,
501501347,105372701,0.123916626,#645A3E,100,90,62,El Movimiento por la Paz y la Soberanía de los Pueblos,,,2.4,2,,,,,
501501347,105372701,0.06240844727,#B7AD79,183,173,121,El Movimiento por la Paz y la Soberanía de los Pueblos,,,2.4,2,,,,,
501501344,105372688,0.4931640625,#1C1A17,28,26,23,FORCA SINDICAL,,,2,,,,,,
501501344,105372688,0.1502838135,#992021,153,32,33,FORCA SINDICAL,,,2,,,,,,
501501344,105372688,0.1285095215,#B8AA93,184,170,147,FORCA SINDICAL,,,2,,,,,,
501501344,105372688,0.1255950928,#544432,84,68,50,FORCA SINDICAL,,,2,,,,,,
501501344,105372688,0.1024475098,#9F7734,159,119,52,FORCA SINDICAL,,,2,,,,,,
501501341,105372659,0.2880554199,#03745F,3,116,95,No Nukes,,,2.5,,,,,,
501501341,105372659,0.2750549316,#232220,35,34,32,No Nukes,,,2.5,,,,,,
501501341,105372659,0.2695922852,#E6E0C5,230,224,197,No Nukes,,,2.5,,,,,,
501501341,105372659,0.1276855469,#C6C5AC,198,197,172,No Nukes,,,2.5,,,,,,
501501341,105372659,0.03961181641,#699B86,105,155,134,No Nukes,,,2.5,,,,,,
501501338,105372646,0.4012756348,#25211F,37,33,31,35 IGMetall,,,2.1,,,,,,
501501338,105372646,0.3086395264,#BD3630,189,54,48,35 IGMetall,,,2.1,,,,,,
501501338,105372646,0.1362609863,#DE776B,222,119,107,35 IGMetall,,,2.1,,,,,,
501501338,105372646,0.0899810791,#C0B5A2,192,181,162,35 IGMetall,,,2.1,,,,,,
501501338,105372646,0.06384277344,#C29609,194,150,9,35 IGMetall,,,2.1,,,,,,
501501335,105372630,0.3319854736,#23221F,35,34,31,AFSCME Council 93 ; American Federation of State County and Municipal Employees ; AFL - CIO,,,2.9,,,,,,
501501335,105372630,0.2897186279,#121110,18,17,16,AFSCME Council 93 ; American Federation of State County and Municipal Employees ; AFL - CIO,,,2.9,,,,,,
501501335,105372630,0.1581726074,#4F452F,79,69,47,AFSCME Council 93 ; American Federation of State County and Municipal Employees ; AFL - CIO,,,2.9,,,,,,
501501335,105372630,0.1276855469,#026539,2,101,57,AFSCME Council 93 ; American Federation of State County and Municipal Employees ; AFL - CIO,,,2.9,,,,,,
501501335,105372630,0.09243774414,#766540,118,101,64,AFSCME Council 93 ; American Federation of State County and Municipal Employees ; AFL - CIO,,,2.9,,,,,,
501501332,105372616,0.3374938965,#222120,34,33,32,Post Office Union INC. ; NZ,,,1.6,,,,,,
501501332,105372616,0.228515625,#806538,128,101,56,Post Office Union INC. ; NZ,,,1.6,,,,,,
501501332,105372616,0.2181396484,#14131B,20,19,27,Post Office Union INC. ; NZ,,,1.6,,,,,,
501501332,105372616,0.1654205322,#534631,83,70,49,Post Office Union INC. ; NZ,,,1.6,,,,,,
501501332,105372616,0.05043029785,#A98D57,169,141,87,Post Office Union INC. ; NZ,,,1.6,,,,,,
501501329,105372596,0.4523620605,#252326,37,35,38,AFL-CIO CLC ; SEIU (American Federation of Labor and Congress of Industrial Organizations Central Labor Council) (Service Employees International Union),,,1.6,,,,,,
501501329,105372596,0.2160949707,#544B3D,84,75,61,AFL-CIO CLC ; SEIU (American Federation of Labor and Congress of Industrial Organizations Central Labor Council) (Service Employees International Union),,,1.6,,,,,,
501501329,105372596,0.199508667,#8B7450,139,116,80,AFL-CIO CLC ; SEIU (American Federation of Labor and Congress of Industrial Organizations Central Labor Council) (Service Employees International Union),,,1.6,,,,,,
501501329,105372596,0.07894897461,#CCAC71,204,172,113,AFL-CIO CLC ; SEIU (American Federation of Labor and Congress of Industrial Organizations Central Labor Council) (Service Employees International Union),,,1.6,,,,,,
501501329,105372596,0.05308532715,#ACADA6,172,173,166,AFL-CIO CLC ; SEIU (American Federation of Labor and Congress of Industrial Organizations Central Labor Council) (Service Employees International Union),,,1.6,,,,,,
501501326,105372567,0.485824585,#4A5081,74,80,129,[Friedenstaube (Dove of Peace)],,,2.5,,,,,,
501501326,105372567,0.2743225098,#222221,34,34,33,[Friedenstaube (Dove of Peace)],,,2.5,,,,,,
501501326,105372567,0.1672973633,#DFD9D0,223,217,208,[Friedenstaube (Dove of Peace)],,,2.5,,,,,,
501501326,105372567,0.04420471191,#727593,114,117,147,[Friedenstaube (Dove of Peace)],,,2.5,,,,,,
501501326,105372567,0.02835083008,#9E9EB0,158,158,176,[Friedenstaube (Dove of Peace)],,,2.5,,,,,,
501501323,105372555,0.2857971191,#22221F,34,34,31,"[""No"" symbol over Grapes]",,,1.6,,,,,,
501501323,105372555,0.2067260742,#80463F,128,70,63,"[""No"" symbol over Grapes]",,,1.6,,,,,,
501501323,105372555,0.2042694092,#ADAB9C,173,171,156,"[""No"" symbol over Grapes]",,,1.6,,,,,,
501501323,105372555,0.1654663086,#116B43,17,107,67,"[""No"" symbol over Grapes]",,,1.6,,,,,,
501501323,105372555,0.1377410889,#868977,134,137,119,"[""No"" symbol over Grapes]",,,1.6,,,,,,
501501320,105372541,0.3849639893,#262220,38,34,32,United Public Employees ; AFL - CIO ; SEIU Local 790,,,2.7,,,,,,
501501320,105372541,0.366027832,#8E2E39,142,46,57,United Public Employees ; AFL - CIO ; SEIU Local 790,,,2.7,,,,,,
501501320,105372541,0.0905456543,#9D6D6D,157,109,109,United Public Employees ; AFL - CIO ; SEIU Local 790,,,2.7,,,,,,
501501320,105372541,0.08331298828,#583233,88,50,51,United Public Employees ; AFL - CIO ; SEIU Local 790,,,2.7,,,,,,
501501320,105372541,0.07514953613,#C2B1AA,194,177,170,United Public Employees ; AFL - CIO ; SEIU Local 790,,,2.7,,,,,,
501501317,105372525,0.5207672119,#2D3A54,45,58,84,Maine State Employees Association ; Our 50th Year ; 1943-1993,1993,1993,2.6,,,,,,
501501317,105372525,0.2860870361,#22211F,34,33,31,Maine State Employees Association ; Our 50th Year ; 1943-1993,1993,1993,2.6,,,,,,
501501317,105372525,0.1280822754,#64523A,100,82,58,Maine State Employees Association ; Our 50th Year ; 1943-1993,1993,1993,2.6,,,,,,
501501317,105372525,0.0518951416,#A18659,161,134,89,Maine State Employees Association ; Our 50th Year ; 1943-1993,1993,1993,2.6,,,,,,
501501317,105372525,0.01316833496,#6E6D76,110,109,118,Maine State Employees Association ; Our 50th Year ; 1943-1993,1993,1993,2.6,,,,,,
501501314,105372509,0.4498748779,#3A2F1E,58,47,30,Service Employees International Union ; AFL - CIO ; 1996,1996,1996,2,,,,,,
501501314,105372509,0.2574768066,#201F1E,32,31,30,Service Employees International Union ; AFL - CIO ; 1996,1996,1996,2,,,,,,
501501314,105372509,0.1829223633,#62481D,98,72,29,Service Employees International Union ; AFL - CIO ; 1996,1996,1996,2,,,,,,
501501314,105372509,0.09312438965,#866936,134,105,54,Service Employees International Union ; AFL - CIO ; 1996,1996,1996,2,,,,,,
501501314,105372509,0.0166015625,#C3A66D,195,166,109,Service Employees International Union ; AFL - CIO ; 1996,1996,1996,2,,,,,,
501501311,105372496,0.2951202393,#B3B6BB,179,182,187,Maine State Employees Association ; SEIU Local 1989,1989,1989,2.1,,,,,,
501501311,105372496,0.2881317139,#243B9A,36,59,154,Maine State Employees Association ; SEIU Local 1989,1989,1989,2.1,,,,,,
501501311,105372496,0.2609100342,#21211F,33,33,31,Maine State Employees Association ; SEIU Local 1989,1989,1989,2.1,,,,,,
501501311,105372496,0.0782623291,#7B85A3,123,133,163,Maine State Employees Association ; SEIU Local 1989,1989,1989,2.1,,,,,,
501501311,105372496,0.07757568359,#69655B,105,101,91,Maine State Employees Association ; SEIU Local 1989,1989,1989,2.1,,,,,,
501501308,105372483,0.7827911377,#1E2020,30,32,32,??????????? ?????? ??? ?????? & ????????? / ????? [Universal Movement for Peace and Disarmament],,,2.1,,,,,,
501501308,105372483,0.08424377441,#88181B,136,24,27,??????????? ?????? ??? ?????? & ????????? / ????? [Universal Movement for Peace and Disarmament],,,2.1,,,,,,
501501308,105372483,0.05535888672,#433F32,67,63,50,??????????? ?????? ??? ?????? & ????????? / ????? [Universal Movement for Peace and Disarmament],,,2.1,,,,,,
501501308,105372483,0.05473327637,#65543F,101,84,63,??????????? ?????? ??? ?????? & ????????? / ????? [Universal Movement for Peace and Disarmament],,,2.1,,,,,,
501501308,105372483,0.0228729248,#817358,129,115,88,??????????? ?????? ??? ?????? & ????????? / ????? [Universal Movement for Peace and Disarmament],,,2.1,,,,,,
501501305,105372481,0.3982391357,#055A6F,5,90,111,Hungarian Community Youth Union,1919,1957,2.6,,,,,,
501501305,105372481,0.3029174805,#26221F,38,34,31,Hungarian Community Youth Union,1919,1957,2.6,,,,,,
501501305,105372481,0.1355133057,#6C513A,108,81,58,Hungarian Community Youth Union,1919,1957,2.6,,,,,,
501501305,105372481,0.1024017334,#4E747E,78,116,126,Hungarian Community Youth Union,1919,1957,2.6,,,,,,
501501305,105372481,0.06092834473,#9E916C,158,145,108,Hungarian Community Youth Union,1919,1957,2.6,,,,,,
501501302,105372479,0.4047546387,#212022,33,32,34,United Steel Workers of America l CIO ; Dues Paid By Check Off - 1947,1947,1947,2.5,,,,,,
501501302,105372479,0.208480835,#9A8658,154,134,88,United Steel Workers of America l CIO ; Dues Paid By Check Off - 1947,1947,1947,2.5,,,,,,
501501302,105372479,0.1671905518,#801E1D,128,30,29,United Steel Workers of America l CIO ; Dues Paid By Check Off - 1947,1947,1947,2.5,,,,,,
501501302,105372479,0.1496429443,#AD9A6D,173,154,109,United Steel Workers of America l CIO ; Dues Paid By Check Off - 1947,1947,1947,2.5,,,,,,
501501302,105372479,0.06993103027,#52534A,82,83,74,United Steel Workers of America l CIO ; Dues Paid By Check Off - 1947,1947,1947,2.5,,,,,,
501501299,105372477,0.509979248,#5F3386,95,51,134,Don't Mourn -Organize,,,2.5,,,,,,
501501299,105372477,0.2755584717,#232121,35,33,33,Don't Mourn -Organize,,,2.5,,,,,,
501501299,105372477,0.1356506348,#E7CE05,231,206,5,Don't Mourn -Organize,,,2.5,,,,,,
501501299,105372477,0.05207824707,#835A34,131,90,52,Don't Mourn -Organize,,,2.5,,,,,,
501501299,105372477,0.02673339844,#987EA1,152,126,161,Don't Mourn -Organize,,,2.5,,,,,,
501501296,105372475,0.5330352783,#971B1D,151,27,29,CUT,,,1.7,,,,,,
501501296,105372475,0.2797698975,#22211E,34,33,30,CUT,,,1.7,,,,,,
501501296,105372475,0.1155548096,#A67643,166,118,67,CUT,,,1.7,,,,,,
501501296,105372475,0.06088256836,#5C442A,92,68,42,CUT,,,1.7,,,,,,
501501296,105372475,0.01075744629,#D7C283,215,194,131,CUT,,,1.7,,,,,,
501501293,105372471,0.4036407471,#1C1F22,28,31,34,ILA ; AFL- CIO (American Federation of Labor and Congress of Industrial Organizations),,,1.7,,,,,,
501501293,105372471,0.3628234863,#201A52,32,26,82,ILA ; AFL- CIO (American Federation of Labor and Congress of Industrial Organizations),,,1.7,,,,,,
501501293,105372471,0.1236419678,#5A4C36,90,76,54,ILA ; AFL- CIO (American Federation of Labor and Congress of Industrial Organizations),,,1.7,,,,,,
501501293,105372471,0.06890869141,#7D6C4D,125,108,77,ILA ; AFL- CIO (American Federation of Labor and Congress of Industrial Organizations),,,1.7,,,,,,
501501293,105372471,0.04098510742,#C0B6A2,192,182,162,ILA ; AFL- CIO (American Federation of Labor and Congress of Industrial Organizations),,,1.7,,,,,,
501501290,105372455,0.3736114502,#AD3C1E,173,60,30,FENASOL,,,1.7,,,,,,
501501290,105372455,0.3085174561,#21201F,33,32,31,FENASOL,,,1.7,,,,,,
501501290,105372455,0.1426086426,#584932,88,73,50,FENASOL,,,1.7,,,,,,
501501290,105372455,0.08959960938,#826845,130,104,69,FENASOL,,,1.7,,,,,,
501501290,105372455,0.0856628418,#BC6E55,188,110,85,FENASOL,,,1.7,,,,,,
501501287,105372433,0.2802124023,#6E5C3F,110,92,63,Service Employees International Union ; AFL - CIO ; org. 1921,,,1.7,,,,,,
501501287,105372433,0.2760009766,#20201F,32,32,31,Service Employees International Union ; AFL - CIO ; org. 1921,,,1.7,,,,,,
501501287,105372433,0.2011566162,#6E888D,110,136,141,Service Employees International Union ; AFL - CIO ; org. 1921,,,1.7,,,,,,
501501287,105372433,0.1991424561,#27243B,39,36,59,Service Employees International Union ; AFL - CIO ; org. 1921,,,1.7,,,,,,
